# Data is copyright of Lavanya Gupta @ https://www.kaggle.com/lava18/google-play-store-apps,,,,
Installs,Type,Price,Content Rating,Genres
"50,000+",Paid,$399.99 ,Everyone,Finance
"1,000+",Paid,$379.99 ,Everyone,Lifestyle
"1,000+",Paid,$399.99 ,Everyone,Finance
,,,,
"1,000+",Paid,$37.99 ,Everyone,Lifestyle
"10,000+",Paid,$18.99 ,Everyone,Finance
"5,000+",Paid,$399.99 ,Everyone,Entertainment
"1,000,000+",Free,0,Teen,Adventure
"1,000+",Paid,$399.99 ,Teen,Finance
"1,000+",Free,0,Everyone,Business
"10,000+",Paid,$389.99 ,Everyone,Entertainment
"10,000+",Paid,$4.99 ,Everyone,Adventure
"10,000+",Free,0,Everyone,Travel & Local
"5,000+",Paid,$399.99 ,Everyone,Finance
"10,000+",Free,0,Everyone,Travel & Local
"5,000+",Paid,$2.49 ,Everyone,Lifestyle
"100,000+",Free,0,Everyone,News & Magazines
"1,000+",Paid,$399.99 ,Everyone,Finance
"100,000+",Free,0,Everyone,Tools
"100,000+",Free,0,Everyone,Strategy
"100,000+",Free,0,Everyone,Trivia
"500,000+",Free,0,Everyone,Trivia
"10,000+",Free,0,Everyone,News & Magazines
"1,000,000+",Free,0,Everyone 10+,Strategy
"1,000,000+",Free,0,Everyone,Action
"10,000,000+",Free,0,Everyone 10+,Strategy
"100,000+",Free,0,Teen,Lifestyle
"10,000,000+",Free,0,Everyone,Casual
"10,000,000+",Free,0,Teen,Simulation
"10,000,000+",Free,0,Everyone,Casual
"5,000,000+",Free,0,Everyone,Sports
"10,000,000+",Free,0,Everyone 10+,Adventure
"10,000,000+",Free,0,Everyone,Casual
"10,000,000+",Free,0,Everyone,Casual
"1,000,000+",Free,0,Everyone,Business
"5,000,000+",Free,0,Teen,Action
"10,000,000+",Free,0,Everyone,Social
"5,000,000+",Free,0,Everyone,Lifestyle
"5,000,000+",Free,0,Everyone,Adventure
"1,000,000,000+",Free,0,Everyone,Photography
"10,000,000+",Free,0,Everyone,Photography
"5,000,000+",Free,0,Everyone 10+,Simulation
"1,000,000+",Free,0,Everyone,Lifestyle
"10,000,000+",Free,0,Everyone,Social
"1,000,000+",Free,0,Everyone,Business
"100,000+",Free,0,Everyone,Medical
"1,000,000+",Free,0,Everyone,Strategy
"5,000+",Free,0,Everyone,Medical
"1,000+",Free,0,Everyone,Events
"1,000,000+",Free,0,Teen,Adventure
"10,000+",Free,0,Everyone,Tools
100+,Free,0,Everyone,Business
"10,000,000+",Free,0,Teen,Action
"100,000+",Free,0,Everyone,Communication
"1,000,000+",Free,0,Mature 17+,Entertainment
"100,000+",Paid,$2.99 ,Everyone,Adventure;Brain Games
"100,000+",Paid,$2.99 ,Everyone,Role Playing;Action & Adventure
"1,000,000+",Free,0,Teen,Simulation
"1,000+",Paid,$2.99 ,Everyone,Medical
"10,000,000+",Free,0,Everyone,Sports
"10,000,000+",Free,0,Everyone,Sports
"100,000,000+",Free,0,Teen,Action
"10,000,000+",Free,0,Teen,Strategy
"10,000,000+",Free,0,Mature 17+,Action
"5,000,000+",Free,0,Everyone,Sports
"1,000,000+",Free,0,Teen,Action
"5,000,000+",Free,0,Mature 17+,Simulation
"5,000,000+",Free,0,Teen,Action
"10,000,000+",Free,0,Everyone,Sports
"5,000,000+",Free,0,Mature 17+,Entertainment
"100,000+",Free,0,Teen,Entertainment
"10,000,000+",Free,0,Everyone,Sports
"1,000,000+",Free,0,Everyone 10+,Role Playing
"10,000,000+",Free,0,Teen,Sports
"10,000,000+",Free,0,Everyone 10+,Action
"100,000+",Free,0,Mature 17+,Entertainment
"10,000,000+",Free,0,Everyone,Sports
"10,000,000+",Free,0,Teen,Action
"5,000,000+",Free,0,Everyone,Sports
"1,000,000+",Free,0,Teen,Simulation
"1,000,000+",Free,0,Mature 17+,Social
"10,000,000+",Free,0,Everyone,Casual;Pretend Play
"50,000,000+",Free,0,Everyone,Sports
"10,000+",Free,0,Everyone,Puzzle;Brain Games
"100,000+",Free,0,Everyone,Puzzle
"100,000+",Free,0,Mature 17+,Entertainment
"10,000,000+",Free,0,Everyone,Sports
"5,000,000+",Free,0,Teen,Simulation
"10,000,000+",Free,0,Everyone,Simulation
"10,000+",Free,0,Everyone,Puzzle
"10,000,000+",Free,0,Everyone,Travel & Local
"1,000,000+",Free,0,Teen,Casual
"1,000,000+",Free,0,Everyone 10+,News & Magazines
,,,,
"1,000+",Free,0,Everyone,Education
,,,,
"10,000+",Free,0,Everyone,Education
"10,000+",Free,0,Everyone,Tools
"10,000+",Free,0,Everyone,News & Magazines
"10,000+",Free,0,Everyone,Lifestyle
"5,000+",Free,0,Everyone,Education
100+,Free,0,Everyone,Business
"5,000+",Free,0,Everyone,Education
"1,000+",Free,0,Everyone,Tools
,,,,
"1,000+",Free,0,Everyone,Tools
"10,000+",Free,0,Everyone,Education
"500,000+",Free,0,Everyone,Tools
"100,000+",Free,0,Everyone,Tools
"1,000+",Paid,$2.99 ,Everyone,Education
10+,Paid,$2.99 ,Everyone,Tools
"100,000+",Free,0,Everyone,Tools
"10,000+",Free,0,Everyone,Education
"10,000+",Free,0,Everyone,Education
"5,000+",Free,0,Everyone,Education
"10,000+",Free,0,Everyone,Communication
"10,000+",Free,0,Everyone,Education
"10,000+",Free,0,Everyone,Education
"1,000,000+",Free,0,Everyone 10+,News & Magazines
100+,Paid,$9.99 ,Everyone,Education
500+,Paid,$1.49 ,Everyone,Personalization
"5,000+",Free,0,Everyone,Education
"1,000+",Free,0,Everyone,Tools
100+,Paid,$4.99 ,Everyone,Educational
5+,Paid,$0.99 ,Everyone,Personalization
"50,000+",Free,0,Everyone,Education
,,,,
"1,000,000+",Free,0,Everyone,Tools
"1,000+",Free,0,Everyone,Photography
"5,000+",Free,0,Everyone,Education
0+,Paid,$1.99 ,Everyone,Education
"5,000+",Free,0,Everyone,Education
"1,000+",Free,0,Teen,Social
10+,Paid,$29.99 ,Mature 17+,Education
"1,000,000+",Paid,$1.99 ,Everyone,Sports
"1,000+",Free,0,Everyone,Education
"1,000,000+",Free,0,Teen,Role Playing
"100,000+",Free,0,Everyone,Casual
"50,000+",Free,0,Everyone,Strategy
"500,000+",Free,0,Everyone 10+,Puzzle
"100,000+",Free,0,Everyone 10+,Arcade
10+,Free,0,Everyone,Business
100+,Free,0,Everyone,Tools
10+,Free,0,Everyone,Tools
1+,Paid,$2.99 ,Everyone,Educational
500+,Free,0,Everyone,Puzzle
500+,Free,0,Everyone,Entertainment
,,,,
"1,000+",Free,0,Everyone,Word
"10,000,000+",Free,0,Everyone,Communication
50+,Free,0,Everyone,Education
"1,000+",Free,0,Everyone,Education
10+,Free,0,Everyone,Productivity
10+,Free,0,Everyone,Education;Education
5+,Free,0,Everyone,Sports
10+,Free,0,Everyone,Health & Fitness
"50,000,000+",Free,0,Everyone,Weather
"5,000+",Free,0,Everyone,Education
"10,000+",Free,0,Everyone,Communication
"1,000,000+",Free,0,Everyone,Personalization
"10,000,000+",Free,0,Everyone,Maps & Navigation
"10,000,000+",Free,0,Mature 17+,Action
"50,000,000+",Free,0,Everyone,Productivity
"10,000,000+",Free,0,Everyone,Tools
"5,000,000+",Free,0,Everyone 10+,Role Playing
"1,000,000+",Free,0,Everyone 10+,Role Playing
"10,000,000+",Free,0,Teen,Role Playing
"5,000,000+",Free,0,Everyone 10+,Role Playing
"10,000,000+",Free,0,Teen,Role Playing
"1,000,000+",Free,0,Everyone,Role Playing
"5,000,000+",Free,0,Mature 17+,Word
"5,000,000+",Free,0,Teen,Simulation
"10,000+",Free,0,Teen,Strategy
"100,000+",Free,0,Teen,Adventure
"1,000,000+",Free,0,Teen,Action
"5,000,000+",Free,0,Everyone 10+,Simulation
"1,000,000+",Free,0,Everyone,Social
"50,000+",Free,0,Mature 17+,Entertainment
"10,000,000+",Free,0,Everyone,Adventure
"1,000,000+",Free,0,Everyone,Casual
"5,000,000+",Free,0,Everyone,Simulation
"10,000,000+",Free,0,Everyone,House & Home
"100,000+",Free,0,Everyone 10+,Action
"1,000+",Free,0,Everyone,Arcade
"10,000,000+",Free,0,Teen,Action
"100,000+",Free,0,Everyone 10+,Action
"50,000+",Free,0,Everyone,House & Home
"5,000,000+",Free,0,Everyone,Shopping
"10,000,000+",Free,0,Everyone 10+,News & Magazines
"1,000,000+",Free,0,Teen,Shopping
"100,000+",Free,0,Everyone,Arcade
"100,000+",Free,0,Everyone,Tools
"50,000,000+",Free,0,Everyone,Photography
"10,000+",Free,0,Everyone,Entertainment
"100,000+",Free,0,Everyone,Simulation
"10,000+",Free,0,Everyone,Entertainment
"10,000+",Free,0,Teen,Entertainment
"10,000+",Free,0,Everyone,Education
"1,000,000+",Free,0,Everyone,Simulation
"5,000+",Free,0,Everyone,Simulation
"10,000+",Free,0,Everyone,Puzzle
"1,000+",Paid,$0.99 ,Everyone 10+,Action
"5,000+",Free,0,Everyone,Travel & Local
"10,000+",Free,0,Everyone,Adventure
"1,000,000+",Free,0,Everyone,Business
,,,,
"5,000+",Free,0,Everyone,Entertainment
"10,000+",Free,0,Everyone,Action
"50,000+",Free,0,Everyone,Casual
"1,000+",Free,0,Everyone,Entertainment
"100,000+",Free,0,Everyone,Entertainment
"1,000+",Free,0,Everyone,Simulation
"5,000+",Free,0,Everyone,Productivity
"1,000,000+",Free,0,Teen,Entertainment
"10,000+",Free,0,Everyone,Simulation
"50,000+",Free,0,Everyone,Simulation
"10,000+",Free,0,Everyone,Simulation
"1,000,000+",Free,0,Everyone,Sports
"5,000,000+",Free,0,Everyone,Sports
50+,Free,0,Everyone,News & Magazines
"100,000+",Free,0,Everyone,Lifestyle
"100,000+",Free,0,Everyone,Sports
,,,,
"100,000+",Free,0,Everyone,Health & Fitness
"10,000+",Free,0,Everyone,Health & Fitness
"10,000,000+",Free,0,Everyone,Lifestyle
"10,000,000+",Free,0,Everyone,Action
"100,000+",Free,0,Everyone 10+,Role Playing
"50,000+",Free,0,Everyone,Lifestyle
"500,000+",Free,0,Everyone 10+,Arcade
"50,000+",Paid,$1.99 ,Everyone,Health & Fitness
,,,,
"5,000,000+",Free,0,Everyone,Communication
"10,000,000+",Free,0,Teen,Role Playing
"10,000,000+",Free,0,Everyone,Lifestyle
"5,000,000+",Free,0,Everyone,Productivity
"5,000,000+",Free,0,Everyone,Arcade
"10,000,000+",Free,0,Everyone,Arcade
"10,000,000+",Free,0,Everyone,Communication
"10,000,000+",Free,0,Teen,Simulation
"500,000,000+",Free,0,Everyone,Health & Fitness
"5,000,000+",Free,0,Everyone,Video Players & Editors
"10,000,000+",Free,0,Everyone,Puzzle
"5,000,000+",Free,0,Everyone 10+,Strategy
"5,000,000+",Free,0,Everyone,Health & Fitness
"100,000,000+",Free,0,Everyone,Finance
"5,000,000+",Free,0,Everyone,Lifestyle
"5,000,000+",Free,0,Everyone,Tools
"1,000,000+",Free,0,Everyone,Entertainment
"50,000,000+",Free,0,Everyone,Productivity
"50,000,000+",Free,0,Everyone,Personalization
"5,000,000+",Free,0,Everyone,Action
"1,000,000+",Free,0,Teen,Simulation
"10,000,000+",Free,0,Everyone,Communication
"10,000,000+",Free,0,Everyone,Casual;Action & Adventure
"10,000,000+",Free,0,Everyone,Productivity
"50,000,000+",Free,0,Everyone,Video Players & Editors
"5,000,000+",Free,0,Everyone,Health & Fitness
"500,000+",Free,0,Everyone,Entertainment
"1,000,000+",Free,0,Everyone 10+,Strategy
"1,000,000+",Free,0,Teen,Strategy
"10,000,000+",Free,0,Teen,Action
"10,000,000+",Free,0,Teen,Action
"1,000,000+",Free,0,Mature 17+,Entertainment
"5,000,000+",Free,0,Everyone,Sports
"5,000,000+",Free,0,Everyone 10+,Action
"5,000,000+",Free,0,Everyone 10+,Strategy
"5,000,000+",Free,0,Everyone,Travel & Local
"1,000,000+",Free,0,Teen,Simulation
"5,000,000+",Free,0,Teen,Simulation
"1,000,000+",Free,0,Everyone,Video Players & Editors
"500,000+",Paid,$2.99 ,Teen,Strategy
"100,000+",Free,0,Everyone,Educational
"5,000,000+",Free,0,Teen,Action
"1,000,000+",Free,0,Everyone,Entertainment
"1,000,000+",Paid,$2.99 ,Teen,Action
"1,000,000+",Free,0,Teen,Simulation
"1,000,000+",Free,0,Teen,Adventure
"100,000+",Free,0,Teen,Adventure
"10,000,000+",Free,0,Teen,Entertainment
"100,000+",Free,0,Teen,Action
"1,000,000+",Free,0,Teen,Entertainment
"500,000+",Free,0,Teen,Adventure
"100,000+",Free,0,Everyone 10+,Action
"5,000,000+",Free,0,Teen,Action
"100,000+",Paid,$2.99 ,Teen,Action
"100,000+",Free,0,Teen,Adventure
"100,000+",Free,0,Teen,Action
"500,000+",Free,0,Everyone 10+,Action
"100,000+",Paid,$2.99 ,Teen,Action
"10,000+",Free,0,Everyone,Arcade
"100,000+",Free,0,Teen,Adventure
"100,000+",Paid,$2.99 ,Teen,Action
"50,000+",Free,0,Teen,Social
"1,000,000+",Free,0,Everyone,Strategy
"100,000,000+",Free,0,Teen,Books & Reference
"1,000,000+",Free,0,Mature 17+,Music
"1,000,000+",Free,0,Everyone,Music
"10,000+",Free,0,Everyone,Food & Drink
"1,000+",Free,0,Everyone,Lifestyle
"1,000,000+",Free,0,Everyone,Arcade
"100,000+",Free,0,Everyone,Education
"50,000+",Free,0,Everyone,Lifestyle
"100,000+",Free,0,Everyone,Weather
"10,000+",Paid,$0.99 ,Everyone,Maps & Navigation
"10,000+",Free,0,Everyone,Education
"1,000+",Free,0,Everyone,Sports
"100,000+",Free,0,Everyone,Education
"1,000,000+",Free,0,Everyone,House & Home
"100,000+",Free,0,Everyone,Music
"100,000+",Free,0,Everyone,Education
"1,000+",Free,0,Everyone,Finance
"10,000+",Free,0,Everyone,Education
100+,Free,0,Everyone,Sports
"100,000+",Free,0,Everyone,Education
"10,000+",Free,0,Everyone,Social
"1,000+",Free,0,Everyone,Communication
"50,000+",Free,0,Everyone,Business
"10,000+",Free,0,Everyone,Tools
"1,000+",Free,0,Everyone,News & Magazines
100+,Free,0,Everyone,News & Magazines
"1,000+",Free,0,Everyone,Social
"1,000,000+",Free,0,Teen,Casual
"500,000+",Free,0,Everyone,Music
"1,000+",Free,0,Everyone,Entertainment
"10,000+",Free,0,Everyone,Lifestyle
"5,000+",Free,0,Everyone,Lifestyle
"5,000+",Free,0,Everyone,Entertainment
"100,000+",Free,0,Everyone,House & Home
"1,000+",Free,0,Teen,Business
"10,000+",Free,0,Everyone,Sports
"10,000+",Free,0,Teen,Entertainment
100+,Free,0,Everyone,Lifestyle
"1,000,000+",Free,0,Teen,Music
"1,000+",Free,0,Teen,Finance
"1,000,000+",Free,0,Everyone,Music
"10,000+",Free,0,Everyone,Business
"50,000+",Free,0,Everyone,News & Magazines
"10,000+",Free,0,Everyone,Food & Drink
"100,000,000+",Free,0,Everyone,Tools
"100,000+",Free,0,Everyone,Tools
"100,000+",Free,0,Everyone,Productivity
"10,000+",Free,0,Teen,Books & Reference
"5,000+",Free,0,Everyone,Education
"1,000+",Free,0,Everyone,Entertainment
"1,000+",Paid,$2.49 ,Everyone,Tools
"10,000,000+",Free,0,Teen,Role Playing
"1,000+",Free,0,Everyone,Video Players & Editors
"10,000,000+",Free,0,Everyone,Video Players & Editors
"10,000+",Free,0,Everyone,Video Players & Editors
"100,000+",Free,0,Everyone,Communication
"5,000+",Free,0,Everyone,Video Players & Editors
"100,000+",Free,0,Everyone,Tools
"1,000,000+",Free,0,Everyone,Tools
"50,000+",Free,0,Everyone,Finance
"1,000+",Free,0,Teen,Entertainment
"5,000+",Paid,$2.99 ,Everyone,Photography
"1,000+",Free,0,Everyone,Communication
"10,000,000+",Free,0,Everyone,Tools
"50,000+",Free,0,Everyone,Entertainment
"50,000+",Free,0,Everyone,Tools
"10,000+",Free,0,Everyone,Education
"1,000+",Free,0,Everyone,Lifestyle
"50,000,000+",Free,0,Everyone,Tools
"10,000,000+",Free,0,Everyone,Productivity
"50,000+",Free,0,Everyone,Lifestyle
,,,,
"10,000+",Free,0,Everyone,Books & Reference
"5,000+",Free,0,Everyone,Tools
"1,000+",Free,0,Everyone,Productivity
"10,000+",Free,0,Everyone,Education
"1,000,000+",Free,0,Everyone,Tools
"10,000,000+",Free,0,Teen,Action
"5,000+",Free,0,Everyone,Lifestyle
50+,Free,0,Everyone,Food & Drink
"10,000,000+",Free,0,Everyone,Tools
"1,000,000+",Free,0,Teen,Communication
100+,Free,0,Everyone,Casual
"100,000+",Free,0,Everyone,Personalization
"100,000+",Free,0,Everyone,Video Players & Editors
"1,000+",Free,0,Everyone,Food & Drink
"1,000,000+",Free,0,Everyone,Photography
"5,000+",Free,0,Everyone,Books & Reference
100+,Paid,$19.90 ,Everyone,Business
"100,000+",Free,0,Everyone,Tools
"100,000+",Free,0,Everyone,Tools
500+,Free,0,Everyone,Health & Fitness
"100,000+",Free,0,Everyone,Action
"50,000+",Free,0,Everyone,Tools
500+,Free,0,Everyone,News & Magazines
"1,000,000+",Free,0,Everyone,Casino
"1,000+",Free,0,Everyone,Education
"100,000+",Free,0,Everyone,Tools
"50,000+",Free,0,Everyone,Tools
10+,Free,0,Everyone,Education
"1,000+",Paid,$1.99 ,Everyone,Tools
"100,000+",Free,0,Everyone,News & Magazines
5+,Free,0,Everyone 10+,Strategy
100+,Free,0,Everyone,Tools
500+,Free,0,Everyone,Tools
100+,Paid,$1.99 ,Everyone,Tools
100+,Free,0,Teen,Entertainment
"5,000+",Free,0,Everyone,Tools
"50,000+",Free,0,Everyone,Tools
"1,000,000+",Free,0,Teen,Arcade
"5,000,000+",Free,0,Everyone,Business
"1,000+",Free,0,Everyone,News & Magazines
"1,000+",Free,0,Everyone,Books & Reference
"100,000+",Free,0,Teen,Action
"5,000+",Free,0,Everyone,Business
"10,000,000+",Free,0,Teen,Action
"10,000+",Paid,$0.99 ,Everyone,Personalization
"10,000,000+",Free,0,Everyone 10+,Weather
"100,000+",Free,0,Everyone,Entertainment
"1,000,000+",Free,0,Everyone,Business
10+,Free,0,Everyone,News & Magazines
"100,000+",Paid,$1.99 ,Everyone,Personalization
"100,000+",Free,0,Everyone,Productivity
"100,000+",Free,0,Everyone,Video Players & Editors
"1,000+",Free,0,Everyone,Books & Reference
100+,Free,0,Everyone,Food & Drink
"1,000+",Paid,$0.99 ,Everyone,Productivity
"1,000,000+",Free,0,Everyone,Weather
"100,000+",Free,0,Everyone,News & Magazines
"10,000+",Free,0,Everyone,Entertainment
"100,000+",Free,0,Everyone 10+,Puzzle
"500,000+",Free,0,Everyone 10+,Arcade
,,,,
"1,000,000+",Free,0,Everyone,Video Players & Editors
"10,000+",Free,0,Everyone,Lifestyle
"10,000+",Free,0,Everyone,Arcade
"100,000+",Free,0,Everyone,Finance
100+,Free,0,Everyone,Arcade
"5,000+",Free,0,Everyone,Arcade
"100,000+",Free,0,Everyone,Arcade
"50,000+",Free,0,Everyone,Video Players & Editors
,,,,
"1,000+",Free,0,Everyone,Simulation
"1,000+",Free,0,Everyone 10+,Arcade
50+,Free,0,Everyone,Arcade
500+,Free,0,Everyone,Productivity
"5,000+",Free,0,Everyone,Action
10+,Free,0,Everyone,Business
"5,000+",Free,0,Everyone,Tools
5+,Free,0,Everyone,Tools
"10,000+",Free,0,Everyone,Tools
"1,000,000+",Free,0,Teen,Arcade
10+,Free,0,Everyone,Casual
10+,Paid,$0.99 ,Everyone,Education
"50,000+",Free,0,Everyone,Arcade
"50,000+",Free,0,Teen,Action
50+,Free,0,Everyone,Arcade
"10,000+",Free,0,Everyone,Health & Fitness
100+,Free,0,Everyone,Business
100+,Free,0,Everyone,Productivity
"1,000+",Free,0,Everyone,Adventure
,,,,
"100,000+",Free,0,Everyone,Simulation
"10,000+",Free,0,Teen,Action
"1,000+",Free,0,Everyone,Education
"1,000+",Free,0,Everyone,Tools
50+,Free,0,Everyone,Lifestyle
"500,000+",Free,0,Everyone,Action
500+,Free,0,Everyone,Lifestyle
"1,000+",Free,0,Everyone,Sports
"1,000+",Free,0,Everyone,Action
100+,Free,0,Everyone,Arcade
"500,000+",Free,0,Everyone,Casual
50+,Free,0,Everyone 10+,Action
100+,Free,0,Teen,Personalization
"5,000+",Free,0,Everyone,Action
"5,000+",Free,0,Teen,Video Players & Editors
100+,Free,0,Teen,Shopping
"5,000+",Free,0,Everyone,Books & Reference
100+,Free,0,Everyone,Entertainment
500+,Free,0,Everyone,Tools
,,,,
"1,000+",Free,0,Everyone,Video Players & Editors
10+,Paid,$0.99 ,Everyone,Personalization
10+,Free,0,Mature 17+,Entertainment
"500,000+",Free,0,Everyone,Photography
1+,Free,0,Mature 17+,Entertainment
"1,000+",Free,0,Everyone,Personalization
100+,Free,0,Everyone,Lifestyle
"10,000+",Free,0,Everyone,Lifestyle
100+,Free,0,Everyone,Personalization
"10,000+",Free,0,Everyone,Books & Reference
10+,Free,0,Everyone,Entertainment
"10,000+",Free,0,Everyone 10+,Arcade
10+,Free,0,Everyone,Health & Fitness
1+,Paid,$0.99 ,Everyone,Arcade
"1,000+",Paid,$4.99 ,Mature 17+,Lifestyle
"10,000+",Free,0,Everyone,Education
"100,000+",Free,0,Mature 17+,Lifestyle
"10,000+",Free,0,Everyone,Books & Reference
10+,Free,0,Everyone,Business
"1,000+",Free,0,Everyone,Education
"1,000+",Free,0,Everyone,Tools
10+,Free,0,Teen,Business
5+,Free,0,Everyone,Arcade
"1,000,000,000+",Free,0,Teen,Entertainment
1+,Free,0,Everyone,Business
"10,000+",Free,0,Everyone,Weather
"1,000,000+",Free,0,Everyone,Tools
"10,000,000+",Free,0,Mature 17+,Racing
"5,000,000+",Free,0,Everyone,Video Players & Editors;Music & Video
"10,000,000+",Free,0,Mature 17+,Action
"10,000,000+",Free,0,Everyone,Personalization
"10,000,000+",Free,0,Teen,Action
"10,000,000+",Free,0,Mature 17+,Simulation
"10,000,000+",Free,0,Everyone,Video Players & Editors
"5,000,000+",Free,0,Everyone,Personalization
"5,000,000+",Free,0,Everyone,Action
"10,000,000+",Free,0,Everyone,Video Players & Editors
"100,000+",Free,0,Everyone,Communication
"10,000+",Free,0,Everyone,Entertainment
"1,000,000+",Free,0,Everyone,Libraries & Demo
"1,000,000+",Free,0,Everyone,Education;Education
"100,000+",Free,0,Everyone,Photography
"500,000+",Free,0,Everyone,Productivity
"5,000+",Free,0,Everyone,Tools
"10,000+",Free,0,Everyone,Education
"10,000+",Free,0,Everyone,Tools
"10,000+",Free,0,Everyone,Lifestyle
"10,000+",Free,0,Everyone,Finance
"1,000+",Free,0,Everyone,Video Players & Editors
500+,Free,0,Everyone,Video Players & Editors
500+,Free,0,Everyone,Medical
"100,000+",Free,0,Everyone,Casual
"10,000+",Free,0,Everyone,Arcade
"1,000+",Free,0,Everyone,Finance
"10,000+",Free,0,Everyone,Entertainment
500+,Free,0,Teen,Education
"10,000+",Free,0,Everyone,Travel & Local
"50,000+",Free,0,Everyone,Lifestyle
"1,000+",Free,0,Everyone,Maps & Navigation
"10,000+",Free,0,Everyone,Finance
"10,000+",Free,0,Everyone,Education
"1,000+",Free,0,Everyone,Business
100+,Free,0,Everyone,Entertainment
"1,000+",Free,0,Everyone,Books & Reference
"10,000+",Free,0,Everyone,Travel & Local
"10,000+",Free,0,Everyone,Education
"1,000,000+",Free,0,Everyone,Books & Reference
"100,000+",Free,0,Everyone,Health & Fitness
"1,000+",Free,0,Everyone,Education
"5,000+",Free,0,Everyone,Travel & Local
"10,000+",Free,0,Everyone,Education
"100,000+",Free,0,Everyone,Entertainment
"5,000+",Free,0,Teen,Comics
"10,000+",Free,0,Everyone,Lifestyle
"10,000+",Free,0,Everyone,Travel & Local
"50,000+",Free,0,Everyone,Tools
"1,000+",Paid,$8.49 ,Everyone,Travel & Local
"1,000,000+",Free,0,Everyone,Travel & Local
,,,,
,,,,
"5,000+",Free,0,Everyone,Business
"1,000+",Paid,$1.99 ,Everyone,Finance
"5,000+",Free,0,Everyone,Productivity
"500,000+",Free,0,Everyone,Strategy
1+,Paid,$1.49 ,Everyone,Arcade
100+,Free,0,Everyone,Travel & Local
"10,000+",Free,0,Everyone,Adventure
"10,000+",Free,0,Everyone,Parenting
1+,Free,0,Everyone,Communication
"10,000+",Free,0,Everyone,Entertainment
100+,Free,0,Everyone,Travel & Local
5+,Paid,$1.99 ,Everyone,Educational
"1,000+",Free,0,Everyone,Health & Fitness
"10,000+",Free,0,Everyone,Educational;Education
100+,Paid,$1.49 ,Everyone,Education
"100,000+",Free,0,Everyone,Education;Education
"10,000+",Free,0,Everyone,Educational;Education
"10,000+",Free,0,Everyone,Education
"10,000+",Free,0,Everyone,Education
"50,000+",Free,0,Everyone,Education
"1,000+",Free,0,Everyone,Entertainment
"100,000+",Free,0,Everyone,Lifestyle
"10,000+",Free,0,Everyone,Entertainment
,,,,
"50,000+",Free,0,Everyone,Educational;Education
"50,000+",Free,0,Everyone,Health & Fitness
"10,000+",Free,0,Everyone,News & Magazines
100+,Free,0,Everyone,News & Magazines
"1,000+",Free,0,Everyone,Tools
10+,Paid,$2.99 ,Everyone,Productivity
500+,Free,0,Everyone,Education
"5,000+",Free,0,Everyone,Tools
0+,Paid,$2.99 ,Everyone,Education
"1,000,000+",Free,0,Everyone 10+,Strategy
"100,000+",Free,0,Everyone,News & Magazines
"10,000,000+",Free,0,Everyone,Sports
"100,000+",Free,0,Everyone,Travel & Local
"100,000,000+",Free,0,Everyone,Action
10+,Free,0,Teen,Social
"5,000,000+",Free,0,Everyone,Travel & Local
"100,000+",Free,0,Everyone,Educational
"10,000,000+",Free,0,Everyone,Arcade
"5,000+",Paid,$2.99 ,Everyone,Sports
"500,000+",Free,0,Everyone 10+,Strategy
"1,000+",Paid,$4.49 ,Everyone,Sports
"100,000+",Free,0,Everyone,Medical
"1,000+",Paid,$3.99 ,Everyone,Sports
"1,000+",Free,0,Everyone,Education
100+,Paid,$0.99 ,Everyone,Casual
"1,000+",Free,0,Everyone,Education
,,,,
"5,000,000+",Free,0,Everyone,Maps & Navigation
"50,000+",Free,0,Everyone,Lifestyle
50+,Paid,$1.75 ,Everyone,Books & Reference
100+,Free,0,Everyone 10+,Maps & Navigation
500+,Free,0,Everyone,Medical
100+,Free,0,Everyone,Productivity
500+,Free,0,Everyone,Travel & Local
"1,000,000+",Free,0,Everyone,Simulation
"1,000+",Free,0,Everyone,Lifestyle
"50,000+",Paid,$4.99 ,Everyone,Parenting
"5,000+",Free,0,Everyone,Tools
"10,000+",Free,0,Teen,Casino
50+,Free,0,Everyone,Lifestyle
10+,Paid,$1.49 ,Everyone,Education
50+,Paid,$1.49 ,Everyone,Education
"10,000+",Free,0,Everyone,Travel & Local
500+,Free,0,Everyone,Photography
"1,000+",Free,0,Everyone,Video Players & Editors
"100,000+",Paid,$4.99 ,Everyone,Productivity
"1,000+",Free,0,Everyone,Travel & Local
"1,000+",Free,0,Everyone,Education
100+,Free,0,Everyone,Video Players & Editors
"1,000+",Free,0,Everyone,Sports
500+,Free,0,Everyone,Events
100+,Free,0,Everyone,Travel & Local
"1,000+",Free,0,Everyone,Medical
"1,000+",Free,0,Everyone,Education
100+,Free,0,Everyone,Business
50+,Free,0,Everyone,Medical
500+,Free,0,Everyone,Education
"100,000+",Paid,$11.99 ,Everyone,Maps & Navigation
500+,Free,0,Everyone,Lifestyle
100+,Free,0,Teen,Entertainment
"1,000+",Free,0,Everyone,Education
100+,Free,0,Everyone,Beauty
"5,000,000+",Free,0,Everyone,Simulation
"1,000,000+",Free,0,Everyone,Entertainment
"10,000+",Free,0,Everyone,Lifestyle
"5,000+",Free,0,Everyone,Medical
"1,000,000+",Free,0,Everyone,Entertainment
"500,000+",Free,0,Everyone,Business
"500,000+",Free,0,Everyone,Communication
"10,000+",Free,0,Everyone,Entertainment
,,,,
