,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
5981,BC iptv player,VIDEO_PLAYERS,4.4,8,14000.0,1000,Free,0.0,Everyone,Video Players & Editors,12-Oct-17,Final,Ice Cream Sandwich
5983,"Victoria, BC | Tour City",TRAVEL_AND_LOCAL,4.3,20,15000.0,1000,Free,0.0,Everyone,Travel & Local,2-Aug-16,1.7,Ice Cream Sandwich
5984,BC Wildflowers,FAMILY,4.4,7,81000.0,1000,Free,0.0,Everyone,Education,10-Jul-17,3.5,Jelly Bean
5986,BC Hockey,SPORTS,3.7,20,8900.0,1000,Free,0.0,Everyone,Sports,8-Dec-17,3.1,KitKat
5988,British Columbia Tourist Places (Guide),TRAVEL_AND_LOCAL,4.0,1,3000.0,100,Free,0.0,Everyone,Travel & Local,8-Nov-17,1,Jelly Bean
5989,PMHNP-BC Pocket Prep,MEDICAL,4.4,112,13000.0,1000,Free,0.0,Everyone,Medical,12-Jul-18,4.5.2,KitKat
5990,British Columbia License,FAMILY,3.3,14,11000.0,1000,Free,0.0,Everyone,Education,19-Jan-15,1.2,Ice Cream Sandwich
5993,AP Calculus BC Practice Test,FAMILY,4.2,4,29000.0,500,Free,0.0,Everyone,Education,25-Jan-18,6.0.2,KitKat
5995,BC Pizza,LIFESTYLE,2.3,3,2600.0,500,Free,0.0,Everyone,Lifestyle,12-Jan-16,1,Jelly Bean
5996,Railroad Radio Vancouver BC,FAMILY,5.0,4,1700.0,100,Free,0.0,Teen,Entertainment,28-Jun-15,1,Froyo
5997,AP Calculus BC: Practice Tests and Flashcards,FAMILY,3.6,5,5400.0,1000,Free,0.0,Everyone,Education,3-Jul-18,1.6.7.1,Jelly Bean
5999,Bridge Constructor Playground FREE,FAMILY,3.9,137377,30000.0,5000000,Free,0.0,Everyone,Simulation,12-Apr-17,2.2,Ice Cream Sandwich
6000,"BDCast - Bangla Live TV,Radio",FAMILY,4.4,7461,31000.0,1000000,Free,0.0,Everyone,Entertainment,20-May-18,4.2.1,Jelly Bean
6001,bd's Mongolian Grill,LIFESTYLE,4.2,120,14000.0,10000,Free,0.0,Everyone,Lifestyle,23-Feb-18,1.5.1,Jelly Bean
6002,BD Briight: Your Diabetes Personal Assistant,MEDICAL,4.8,17,37000.0,5000,Free,0.0,Everyone,Medical,19-Jul-18,1.5.0,Lollipop
6003,Jagobd - Bangla TV(Official),FAMILY,4.3,39109,4000.0,1000000,Free,0.0,Everyone,Entertainment,20-Dec-17,6.5,Ice Cream Sandwich
6005,BD Data Plan (3G & 4G),COMMUNICATION,4.4,10341,6900.0,500000,Free,0.0,Everyone,Communication,5-Jul-18,5.2.4,Jelly Bean
6006,বাংলা টিভি প্রো BD Bangla TV,FAMILY,4.3,193,14000.0,10000,Free,0.0,Everyone,Entertainment,29-Apr-17,1.3,Ice Cream Sandwich
6008,BD Provider App,HEALTH_AND_FITNESS,1.4,45,13000.0,5000,Free,0.0,Everyone,Health & Fitness,12-Sep-16,1,Jelly Bean
6009,"Izneo, Read Manga, Comics & BD",COMICS,3.3,1476,18000.0,500000,Free,0.0,Teen,Comics,11-Jun-18,7.3,Ice Cream Sandwich
6010,BD Radio TV Free List,FAMILY,4.3,539,13000.0,50000,Free,0.0,Everyone,Entertainment,1-Aug-18,1.3,Jelly Bean
6012,BD Online News,NEWS_AND_MAGAZINES,4.6,30,3800.0,1000,Free,0.0,Everyone,News & Magazines,20-Mar-18,1.5,Ice Cream Sandwich
6013,BD Bank Interest,FINANCE,4.7,289,3200.0,5000,Free,0.0,Everyone,Finance,4-May-18,1.2,Jelly Bean
6014,BD Earn Pro,FAMILY,4.2,540,3200.0,10000,Free,0.0,Everyone,Entertainment,1-Aug-18,2.4,Jelly Bean
6016,Upohar BD,BUSINESS,3.4,9,1700.0,1000,Free,0.0,Everyone,Business,8-Oct-16,1,Honeycomb
6017,Electricity Bill Calculator BD,PRODUCTIVITY,4.3,247,4000.0,10000,Free,0.0,Everyone,Productivity,22-Jun-16,1.2,Ice Cream Sandwich
6018,BD Fishpedia,BOOKS_AND_REFERENCE,4.8,123,6500.0,1000,Free,0.0,Everyone,Books & Reference,15-Mar-17,3.15317,Honeycomb
6019,BD Attendance,PRODUCTIVITY,4.8,93,14000.0,1000,Free,0.0,Everyone,Productivity,17-Jul-18,2.3.14,Jelly Bean
6020,BD All Sim Offer,BOOKS_AND_REFERENCE,4.5,197,2800.0,10000,Free,0.0,Everyone,Books & Reference,3-Jan-17,1.2,Jelly Bean
6021,BD TYCOON,FAMILY,3.3,16,33000.0,500,Free,0.0,Everyone,Simulation,6-Jul-17,1.2,Jelly Bean
6022,BD Sports Box & TV,FAMILY,4.2,5,3300.0,500,Free,0.0,Everyone,Entertainment,13-Apr-18,1.1,Ice Cream Sandwich
6023,Tour BD (Bahir Dar Map),MAPS_AND_NAVIGATION,4.9,49,3900.0,100,Free,0.0,Everyone,Maps & Navigation,16-Oct-17,2,Jelly Bean
6024,BD Field Force,PRODUCTIVITY,4.2,41,15000.0,1000,Free,0.0,Everyone,Productivity,1-Aug-18,1.3.13,Jelly Bean
6025,BD CRICKET LIVE,SPORTS,4.6,1238,9500.0,100000,Free,0.0,Everyone,Sports,15-Jan-18,3,Ice Cream Sandwich
6026,BD All Results,FAMILY,4.1,205,7300.0,50000,Free,0.0,Everyone,Education,29-Nov-17,9,Ice Cream Sandwich
6027,BD Online Passport Application,FAMILY,4.6,12,2400.0,5000,Free,0.0,Everyone,Education,7-Oct-17,3,Ice Cream Sandwich
6028,BD Internet Packages (Updated),COMMUNICATION,4.0,474,3000.0,50000,Free,0.0,Everyone,Communication,5-Aug-16,0.0.5,Ice Cream Sandwich
6029,Live Radio BD,FAMILY,4.2,69,3500.0,10000,Free,0.0,Everyone,Entertainment,4-May-15,1.1,Ice Cream Sandwich
6030,iCard BD Plus,SOCIAL,5.0,2,2400.0,500,Free,0.0,Everyone,Social,15-Jul-16,3.7.5,Eclair
6031,BD Dialer,COMMUNICATION,4.1,29,13000.0,10000,Free,0.0,Everyone,Communication,9-Jul-18,1.8.3,Jelly Bean
6033,BANGLA TV 3G/4G,SPORTS,4.1,142,5300.0,100000,Free,0.0,Everyone,Sports,7-Jun-18,2.4,Ice Cream Sandwich
6034,Earn Money BD,FINANCE,3.8,103,6900.0,5000,Free,0.0,Everyone,Finance,11-Jul-18,3.4,Ice Cream Sandwich
6035,BD Hospital's,FAMILY,4.7,12,2300.0,100,Free,0.0,Everyone,Education,7-Oct-15,1.1,Honeycomb
6036,Rabbithole,FAMILY,3.5,3347,15000.0,100000,Free,0.0,Everyone,Entertainment,18-Jul-18,1.1.15.12,KitKat
6037,Educationboard Results BD,FAMILY,4.0,983,7200.0,100000,Free,0.0,Everyone,Education,12-Jun-18,1,Ice Cream Sandwich
6038,BD Online Shop,BUSINESS,4.2,63,13000.0,5000,Free,0.0,Everyone,Business,13-Sep-15,3.0.1,Gingerbread
6039,Remote for Samsung TV & BluRay Players (Read Desc),TOOLS,3.3,1988,7300.0,500000,Free,0.0,Everyone,Tools,3-Aug-18,Cow V3.15,Jelly Bean
6040,Vehicle Case Checker BD,TOOLS,3.7,29,3300.0,10000,Free,0.0,Everyone,Tools,13-Jul-17,1,Jelly Bean
6041,Remote for Sony TV & Sony Blu-Ray Players MyAV,TOOLS,3.4,3491,7300.0,1000000,Free,0.0,Everyone,Tools,31-Jul-18,Cow V3.15,Jelly Bean
6042,Remote for Panasonic TV+BD+AVR,TOOLS,3.7,533,7300.0,100000,Free,0.0,Everyone,Tools,31-Jul-18,Cow V3.15,Jelly Bean
6043,Exam Result BD,FAMILY,5.0,2,2600.0,500,Free,0.0,Everyone,Education,22-Jul-17,1,Honeycomb
6045,Helping BD,LIFESTYLE,5.0,15,4500.0,100,Free,0.0,Everyone,Lifestyle,19-Jun-18,2.1,Ice Cream Sandwich
6046,Best Browser BD social networking,COMMUNICATION,4.8,6,21000.0,10,Free,0.0,Everyone,Communication,4-Jul-18,2,Jelly Bean
6047,Traffic signs BD,COMMUNICATION,4.4,7,5300.0,500,Free,0.0,Everyone,Communication,8-Oct-15,1,Jelly Bean
6048,BD Internet Package Activator,NEWS_AND_MAGAZINES,4.9,13,2300.0,100,Free,0.0,Everyone,News & Magazines,9-Mar-18,1.2,Ice Cream Sandwich
6049,be Produbanco,FINANCE,4.0,967,22000.0,100000,Free,0.0,Everyone,Finance,2-Aug-18,1.2.1,Jelly Bean
6050,Millionaire : Who want to be?,GAME,4.4,4396,40000.0,100000,Free,0.0,Everyone,Trivia,12-Apr-17,1.5,Gingerbread
6052,Be My Eyes - Helping the blind,LIFESTYLE,4.9,8418,21000.0,500000,Free,0.0,Everyone,Lifestyle,11-Jul-18,1.2.9,KitKat
6053,Be My Princess: PARTY,FAMILY,4.4,9443,21000.0,100000,Free,0.0,Teen,Simulation,12-Dec-16,1.8.0,Ice Cream Sandwich
6054,BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3156484,53000.0,100000000,Free,0.0,Everyone,Photography,31-Jul-18,6.9.031,Jelly Bean
6055,Movement BE,SOCIAL,5.0,20,1200.0,100,Free,0.0,Teen,Social,10-Nov-16,1.2,KitKat
6056,Be Stronger,HEALTH_AND_FITNESS,4.8,787,53000.0,1000,Paid,1.99,Everyone,Health & Fitness,31-Jul-18,1.4.7,Ice Cream Sandwich
6057,Be My Love Animated Keyboard,PERSONALIZATION,4.6,838,11000.0,50000,Free,0.0,Teen,Personalization,30-Mar-18,1.7,Jelly Bean
6058,Be My Princess 2,FAMILY,4.3,2806,27000.0,100000,Free,0.0,Teen,Entertainment,20-Mar-18,3.6,Gingerbread
6059,Millionaire Quiz Free: Be Rich,FAMILY,3.8,66033,6800.0,10000000,Free,0.0,Everyone,Casual,1-Jan-18,2.5.1,Ice Cream Sandwich
6060,Be the Manager 2018 - Football Strategy,SPORTS,4.3,7557,7400.0,100000,Free,0.0,Everyone,Sports,12-Mar-18,2.2.1,Jelly Bean
6061,Be like Me - Hay Nhu Toi,PERSONALIZATION,4.3,44,3500.0,1000,Free,0.0,Teen,Personalization,26-May-16,1.3,Ice Cream Sandwich
6062,Be Fabulous PHOTO BOOTH,PHOTOGRAPHY,4.1,560,1700.0,10000,Free,0.0,Everyone,Photography,1-Feb-17,1.07,Ice Cream Sandwich
6063,RadarNow!,WEATHER,4.5,54090,4000.0,5000000,Free,0.0,Everyone,Weather,28-Feb-18,6.6,Ice Cream Sandwich
6064,Be My Princess,FAMILY,4.2,3103,8800.0,100000,Free,0.0,Teen,Entertainment,19-Sep-17,6.5,Froyo
6065,Fat No More - Be the Biggest Loser in the Gym!,FAMILY,3.8,48545,38000.0,1000000,Free,0.0,Everyone,Casual,3-Aug-18,1.2.14,Jelly Bean
6066,Be Like Bill - Maker,FAMILY,4.3,18,1700.0,1000,Free,0.0,Everyone,Entertainment,27-Jan-16,1.2,Honeycomb
6069,Be the Manager 2016 (football),SPORTS,4.2,4330,6100.0,100000,Free,0.0,Everyone,Sports,19-Oct-17,3,Ice Cream Sandwich
6070,Hair Salon - Fun Games,FAMILY,3.8,484226,27000.0,50000000,Free,0.0,Teen,Casual,15-Jun-18,3.0.10,Ice Cream Sandwich
6071,Adobe Photoshop Fix,PHOTOGRAPHY,4.2,28390,38000.0,5000000,Free,0.0,Everyone,Photography,19-Jul-17,1.0.499,Lollipop
6072,Make your Be Like Bill,COMICS,4.0,78,2800.0,5000,Free,0.0,Everyone,Comics,16-Jan-16,1,Gingerbread
6073,Be like Bill Generator,FAMILY,4.2,67,6500.0,5000,Free,0.0,Teen,Entertainment,29-Jan-16,1.08,Ice Cream Sandwich
6074,Be you GO Launcher Theme,PERSONALIZATION,4.3,1580,3600.0,100000,Free,0.0,Everyone,Personalization,12-Nov-14,v1.0,Gingerbread
6075,"Star Girl - Fashion, Makeup & Dress Up",FAMILY,4.3,556929,53000.0,10000000,Free,0.0,Teen,Casual,19-Apr-18,4.2.1,Ice Cream Sandwich
6076,Be Like Bro - Compilation,FAMILY,4.4,146,3900.0,10000,Free,0.0,Teen,Entertainment,30-Mar-18,2.4,Jelly Bean
6078,YAY - TBH,SOCIAL,4.1,2520,12000.0,100000,Free,0.0,Teen,Social,17-Nov-17,1.1.5,Jelly Bean
6079,The Sims™ Mobile,FAMILY,4.5,559597,89000.0,10000000,Free,0.0,Teen,Simulation,26-Jul-18,11.1.1.179661,Jelly Bean
6080,Find My Friends,SOCIAL,4.2,305367,46000.0,10000000,Free,0.0,Everyone,Social,1-Aug-18,16.7.1,KitKat
6081,Beauty Idol: Fashion Queen,GAME,4.3,128367,54000.0,1000000,Free,0.0,Everyone,Arcade,27-Oct-17,2.1.0,Ice Cream Sandwich
6082,Unseen - No Last Seen,TOOLS,4.4,103909,9200.0,5000000,Free,0.0,Everyone,Tools,11-May-18,2.2.7,Jelly Bean
6083,OK K.O.! Lakewood Plaza Turbo,FAMILY,4.5,76608,24000.0,1000000,Free,0.0,Everyone 10+,Action;Action & Adventure,5-Jan-17,1.3.1,Ice Cream Sandwich
6084,Hard Time (Prison Sim),GAME,4.3,275843,41000.0,10000000,Free,0.0,Teen,Adventure,19-Jul-18,1.401,Ice Cream Sandwich
6086,Nick,FAMILY,4.2,123309,25000.0,10000000,Free,0.0,Everyone 10+,Entertainment;Music & Video,24-Jan-18,2.0.8,KitKat
6087,Battlefield™ Companion,GAME,4.0,263907,62000.0,10000000,Free,0.0,Everyone 10+,Action,1-Nov-16,3.0.4,Ice Cream Sandwich
6088,Wolf of the BF:Commando MOBILE,GAME,3.4,32,27000.0,1000,Paid,0.99,Everyone 10+,Arcade,23-Mar-17,1.00.10,Ice Cream Sandwich
6089,BF at Sea Refueled,GAME,4.4,1849,37000.0,10000,Free,0.0,Everyone,Board,20-Oct-15,1.1.8,Gingerbread
6090,BF Movies Fun,FAMILY,3.8,63,3700.0,10000,Free,0.0,Teen,Entertainment,7-Apr-18,1,Gingerbread
6091,BF Browser by Betfilter - Stop Gambling Today!,COMMUNICATION,3.0,39,4600.0,10000,Free,0.0,Everyone,Communication,4-Sep-17,1.4,Ice Cream Sandwich
6092,My BF App,COMMUNICATION,4.1,141,9900.0,50000,Free,0.0,Everyone,Communication,19-Dec-17,2,Ice Cream Sandwich
6093,Funny videos for whatsapp,VIDEO_PLAYERS,4.4,3066,9000.0,1000000,Free,0.0,Everyone,Video Players & Editors,17-Dec-17,1.7,Ice Cream Sandwich
6094,BF games,FAMILY,4.1,262,29000.0,50000,Free,0.0,Everyone,Puzzle,1-Nov-17,1.1,Ice Cream Sandwich
6095,BF 3d Wallpapers,FAMILY,4.1,256,2500.0,100000,Free,0.0,Teen,Entertainment,18-Jun-15,4.7,Honeycomb
6096,Hot Bhojpuri Video songs,FAMILY,4.1,28892,6300.0,5000000,Free,0.0,Teen,Entertainment,11-Jul-18,1.3,Ice Cream Sandwich
6097,Bullet Force,GAME,4.5,634159,58000.0,10000000,Free,0.0,Teen,Action,21-Jun-18,1.4,Jelly Bean
6098,GF - BF Chat Stories - Hindi English Convesation,FAMILY,4.1,32,4100.0,10000,Free,0.0,Everyone,Education,18-Jun-18,1.5,Jelly Bean
6099,BF Scale Health Fitness Tool,HEALTH_AND_FITNESS,2.2,19,9600.0,1000,Free,0.0,Everyone,Health & Fitness,29-Nov-17,2.1,Jelly Bean
6100,BF-Calc,TOOLS,3.9,428,3800.0,100000,Free,0.0,Everyone,Tools,31-Mar-15,1.2.5,Gingerbread
6101,BF 4 Guns,FAMILY,4.0,1542,13000.0,50000,Free,0.0,Everyone,Entertainment,9-Jun-15,3,Honeycomb
6102,My Virtual Boyfriend,FAMILY,4.3,105,51000.0,1000,Paid,0.99,Teen,Casual,17-Feb-17,3.6,Gingerbread
6103,Sexy Hot Detector Prank,FAMILY,3.9,17067,2700.0,5000000,Free,0.0,Everyone,Casual,13-Feb-18,2.4.4,Jelly Bean
6104,BF Combat: Genesis,GAME,4.0,3322,82000.0,100000,Free,0.0,Mature 17+,Action,2-Mar-17,5.1.6,Gingerbread
6105,"Women""s Health Tips(Breast,Face,Body,weight lose)",HEALTH_AND_FITNESS,4.2,2509,5000.0,1000000,Free,0.0,Mature 17+,Health & Fitness,20-Apr-18,1.8,Jelly Bean
6106,Combat BF: Black Ops 3,GAME,4.2,7699,83000.0,500000,Free,0.0,Mature 17+,Action,2-Mar-17,5.1.6,Gingerbread
6107,BF Beautiful Nature,FAMILY,3.6,5,2500.0,1000,Free,0.0,Mature 17+,Entertainment,11-Jun-15,4.1,Honeycomb
6108,BF 3d Images,FAMILY,4.3,19,2500.0,1000,Free,0.0,Teen,Entertainment,17-Jun-15,4.5,Honeycomb
6111,Hot Bhojpuri Video Song 2018 - Free Movies,FAMILY,4.4,447,3700.0,100000,Free,0.0,Mature 17+,Entertainment,4-Apr-18,1,Jelly Bean
6112,Body Scanner xray Real Camera Prank Entertaintment,FAMILY,2.6,17,4600.0,5000,Free,0.0,Everyone,Entertainment,5-May-18,1,Gingerbread
6113,BF Frontline City,GAME,4.1,29798,80000.0,1000000,Free,0.0,Mature 17+,Action,6-Mar-17,5.1.7,Gingerbread
6115,Droid PRoCon BF3,TOOLS,3.5,412,2600.0,5000,Paid,0.99,Everyone,Tools,12-Mar-15,2.2,Honeycomb
6116,BF Abstract 3d Pictures,FAMILY,4.2,72,2500.0,10000,Free,0.0,Teen,Entertainment,18-Jun-15,5.1,Honeycomb
6119,Random Love (BF),FAMILY,3.7,3,10000.0,50,Free,0.0,Everyone,Entertainment,4-Oct-15,1.0.0,Froyo
6123,Talking Boyfriend,FAMILY,2.9,1073,2800.0,100000,Free,0.0,Everyone,Entertainment,28-Aug-16,1.1,Gingerbread
6124,Faketalk - Chatbot,GAME,4.2,63056,8100.0005,1000000,Free,0.0,Teen,Word,3-Jul-18,1.9.7,Gingerbread
6125,XXX DISTILLERY,BUSINESS,4.2,509,3200.0,100000,Free,0.0,Everyone,Business,2-Aug-17,1.1.0,Ice Cream Sandwich
6126,Cute Questions BF,LIFESTYLE,4.0,3,3300.0,1000,Free,0.0,Everyone,Lifestyle,2-Jun-18,3.0.0,KitKat
6127,BG Score,SPORTS,2.6,64,1600.0,10000,Free,0.0,Everyone,Sports,26-Jul-17,2.1,Ice Cream Sandwich
6128,BG Advisor™,TOOLS,4.4,7,5600.0,1000,Free,0.0,Everyone,Tools,10-Jan-17,1.3,Ice Cream Sandwich
6129,BG Products,AUTO_AND_VEHICLES,4.8,4,4500.0,500,Free,0.0,Everyone,Auto & Vehicles,28-Nov-17,1.3,Lollipop
6130,BG LINKED (BGLINKED),SOCIAL,4.7,22,11000.0,1000,Free,0.0,Everyone,Social,19-Jan-18,v2.0.02_prod,Jelly Bean
6131,BG Monitor Diabetes,MEDICAL,4.4,643,2800.0,10000,Free,0.0,Everyone,Medical,23-Apr-17,8.0.1,KitKat
6132,BG Monitor Diabetes Pro,MEDICAL,4.6,87,2800.0,500,Paid,5.99,Everyone,Medical,23-Apr-17,8.0.1,KitKat
6133,HTC Sense Input-BG,TOOLS,2.7,198,2800.0,100000,Free,0.0,Everyone,Tools,22-Apr-14,9.7.753080,Jelly Bean
6134,Photo BG Changer,PHOTOGRAPHY,3.8,11,17000.0,1000,Free,0.0,Everyone,Photography,21-Feb-18,1.3,Jelly Bean
6135,BG TV App,FAMILY,1.7,6,2900.0,100,Free,0.0,Everyone,Entertainment,21-Dec-17,1,Jelly Bean
6136,BG BRIDAL GALLERY,LIFESTYLE,4.6,17,19000.0,1000,Free,0.0,Everyone,Lifestyle,27-Jun-18,2.1.1,KitKat
6137,HTC Sense Input - BG,TOOLS,3.3,218,4100.0,10000,Free,0.0,Everyone,Tools,9-Nov-15,1.0.606877,Lollipop
6140,Board Game Stats: Play tracking for tabletop games,LIFESTYLE,4.6,275,3900.0,5000,Paid,2.99,Everyone,Lifestyle,17-Jul-18,2.8.3,Jelly Bean
6141,Bg TV Online,FAMILY,2.3,50,2800.0,10000,Free,0.0,Everyone,Entertainment,21-Oct-17,1.2,Jelly Bean
6142,"PhotoLayers〜Superimpose,Eraser",PHOTOGRAPHY,4.5,81219,2600.0,10000000,Free,0.0,Everyone,Photography,14-Jun-15,1.4.0,Jelly Bean
6144,BG+Phone Backup,PRODUCTIVITY,4.8,16,2600.0,1000,Free,0.0,Everyone,Productivity,17-Feb-17,1.0.3,Gingerbread
6146,ReactNative BG Geolocation,TOOLS,5.0,5,9100.0,1000,Free,0.0,Everyone,Tools,25-May-18,2.12.0,Jelly Bean
6148,BG video - floating video - background video,VIDEO_PLAYERS,4.1,64,2000.0,5000,Free,0.0,Everyone,Video Players & Editors,21-May-18,2,Ice Cream Sandwich
6155,BG Future School,FAMILY,4.9,16,10000.0,100,Free,0.0,Everyone,Education,22-Jul-17,1,Ice Cream Sandwich
6159,BGKontakti Vienna BG Kontakti,SOCIAL,4.8,111,5900.0,1000,Free,0.0,Everyone,Social,18-Jul-18,2.42,Jelly Bean
6160,CARS.bg,AUTO_AND_VEHICLES,4.5,276,1700.0,100000,Free,0.0,Everyone,Auto & Vehicles,5-Jul-17,1.1.3,KitKat
6166,Auto Background Changer,PHOTOGRAPHY,4.0,35188,6200.0,1000000,Free,0.0,Everyone,Photography,22-Feb-18,1.0.11,Honeycomb
6167,Block Gun 3D: Call of Destiny,GAME,3.7,31883,20000.0,1000000,Free,0.0,Teen,Action,23-Mar-17,1.4.3,Gingerbread
6168,BG Remover & Eraser Pro,TOOLS,2.2,4,4800.0,500,Free,0.0,Everyone,Tools,3-Apr-18,3,Gingerbread
6171,BG Guide,TRAVEL_AND_LOCAL,5.0,3,2400.0,100,Free,0.0,Everyone,Travel & Local,28-Nov-16,1.1,Gingerbread
6175,trip.bg,TRAVEL_AND_LOCAL,4.5,103,9800.0,1000,Free,0.0,Everyone,Travel & Local,30-Jul-18,8.2.0,Ice Cream Sandwich
6177,BLOOD & GLORY: IMMORTALS,GAME,4.3,101762,11000.0,1000000,Free,0.0,Teen,Action,11-Jun-15,2.0.0,Honeycomb
6178,Change photo background,PHOTOGRAPHY,3.8,28660,6400.0,5000000,Free,0.0,Everyone,Photography,21-Mar-18,1.0.12,Ice Cream Sandwich
6180,Baldur's Gate: Enhanced Edition,FAMILY,4.5,20101,7800.0,100000,Paid,9.99,Teen,Role Playing,2-Oct-15,1.3,Honeycomb
6181,Shadow Fight 2 Special Edition,GAME,4.5,10440,86000.0,50000,Paid,4.99,Teen,Action,30-May-18,1.0.3,Jelly Bean
6183,Revita.bg,HEALTH_AND_FITNESS,4.8,10,4000.0,10,Free,0.0,Everyone,Health & Fitness,13-Jun-18,3.55,Ice Cream Sandwich
6184,Background Eraser,PHOTOGRAPHY,4.5,267378,1900.0,10000000,Free,0.0,Everyone,Photography,11-Jul-15,1.4.6,Ice Cream Sandwich
6185,ePay.bg,FINANCE,4.4,2017,2400.0,100000,Free,0.0,Everyone,Finance,26-Jul-18,2.22,Jelly Bean
6187,Block Gun 3D: Ghost Ops,GAME,3.9,142693,21000.0,5000000,Free,0.0,Teen,Action,7-Jun-18,1.4.0,Gingerbread
6188,"Music for Youtube - Tube Music BG, Red+",VIDEO_PLAYERS,4.3,47,8700.0,1000,Free,0.0,Teen,Video Players & Editors,23-Sep-17,1.1,Jelly Bean
6189,Bg+ Call Blocker,TOOLS,4.3,80,1700.0,10000,Free,0.0,Everyone,Tools,20-Mar-18,1.2,Ice Cream Sandwich
6191,Background Changer & Eraser,PHOTOGRAPHY,4.0,2076,11000.0,500000,Free,0.0,Teen,Photography,21-May-18,2.5,Jelly Bean
6193,Cut Out : Background Eraser and background changer,PHOTOGRAPHY,4.1,7118,9200.0,1000000,Free,0.0,Everyone,Photography,29-Jun-18,1.6,Ice Cream Sandwich
6194,mySugr: the blood sugar tracker made just for you,MEDICAL,4.6,21187,35000.0,1000000,Free,0.0,Everyone,Medical,23-Jul-18,3.52.0,Lollipop
6195,Photo Background Changer 2018 - Blur Background,LIFESTYLE,3.7,34079,9200.0,5000000,Free,0.0,Everyone,Lifestyle,21-May-18,Arrow-202,Jelly Bean
6197,ScorePal,TOOLS,4.5,1439,15000.0,10000,Free,0.0,Everyone,Tools,9-Jul-18,2.10.7,Jelly Bean
6198,Backgammon NJ for Android,GAME,4.4,1644,15000.0,10000,Paid,7.99,Everyone,Board,5-Apr-17,4.1,Gingerbread
6200,JOBS.bg,BUSINESS,4.4,1630,2200.0,100000,Free,0.0,Everyone,Business,22-Aug-17,3.1.0,KitKat
6201,CSCS BG (в български),FAMILY,2.4,7,2100.0,100,Paid,3.99,Everyone,Education,23-Mar-17,1,Ice Cream Sandwich
6202,LEGO ® Batman: Beyond Gotham,FAMILY,4.1,10758,8000.0,100000,Paid,4.99,Everyone 10+,Adventure;Action & Adventure,15-Dec-15,Varies with device,Ice Cream Sandwich
6204,Blood Glucose Tracker,HEALTH_AND_FITNESS,4.6,9612,3500.0,100000,Free,0.0,Everyone,Health & Fitness,18-May-18,1.8.12,KitKat
6205,Baldur's Gate II,FAMILY,4.3,5442,16000.0,50000,Paid,9.99,Teen,Role Playing,28-Jun-18,2.5.16.6,Honeycomb
6206,Rento - Dice Board Game Online,GAME,4.3,205830,63000.0,10000000,Free,0.0,Everyone,Board,20-Jun-18,4.4.9,Jelly Bean
6209,Remix Second Hand,SHOPPING,4.2,867,7500.0,100000,Free,0.0,Everyone,Shopping,2-Aug-18,1.5.8,KitKat
6210,Ultimate Background Eraser,PHOTOGRAPHY,4.3,14453,21000.0,1000000,Free,0.0,Everyone,Photography,13-Mar-18,1.9,Jelly Bean
6211,OnTrack Diabetes,MEDICAL,4.3,6079,1800.0,500000,Free,0.0,Everyone,Medical,17-Jan-18,3.2.7,Eclair
6212,Blur Image Background,PHOTOGRAPHY,3.9,129268,11000.0,10000000,Free,0.0,Everyone,Photography,30-Jul-18,1.32,Jelly Bean
6213,ALL-IN-ONE PACKAGE TRACKING,PRODUCTIVITY,4.7,167406,18000.0,1000000,Free,0.0,Everyone,Productivity,23-Jul-18,3.1.1281,Ice Cream Sandwich
6216,Grabo.bg,SHOPPING,4.6,8175,3200.0,100000,Free,0.0,Everyone,Shopping,5-Apr-18,3.2.3,Ice Cream Sandwich
6218,GEM™,TOOLS,4.3,6,33000.0,500,Free,0.0,Everyone,Tools,23-Jul-18,1.93,Lollipop
6219,Diabetes Connect,MEDICAL,4.5,4027,8400.0,100000,Free,0.0,Everyone,Medical,10-Oct-17,2.4.1,Ice Cream Sandwich
6220,B&H Photo Video Pro Audio,SHOPPING,4.6,17180,31000.0,1000000,Free,0.0,Everyone,Shopping,3-Aug-18,5.3.1,KitKat
6221,BH by Kinomap,HEALTH_AND_FITNESS,2.9,141,22000.0,10000,Free,0.0,Everyone,Health & Fitness,30-Jul-18,3.2.9,Jelly Bean
6222,BH Cosmetics,BEAUTY,4.0,2,3600.0,1000,Free,0.0,Everyone,Beauty,29-May-18,1,Ice Cream Sandwich
6223,BH Bikes Premium,SPORTS,3.0,26,15000.0,1000,Free,0.0,Everyone,Sports,9-May-17,2.1.1,Lollipop
6224,B&H Kids AR,BOOKS_AND_REFERENCE,3.9,286,18000.0,10000,Free,0.0,Everyone,Books & Reference,29-Sep-17,3.2.5,Ice Cream Sandwich
6226,BH Patrole,AUTO_AND_VEHICLES,4.8,27,2500.0,500,Free,0.0,Everyone,Auto & Vehicles,15-Feb-18,2,KitKat
6227,CINEMA.BH,FAMILY,3.9,11,16000.0,1000,Free,0.0,Everyone,Entertainment,30-Jan-18,1.2.2,Jelly Bean
6228,DSLR Photography Training apps,PHOTOGRAPHY,4.0,675,15000.0,100000,Free,0.0,Everyone,Photography,29-Jul-17,2.1,Gingerbread
