# Data is copyright of Lavanya Gupta @ https://www.kaggle.com/lava18/google-play-store-apps,,,,,,,,,,,,
App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
DU Privacy-hide apps、sms、file,VIDEO_PLAYERS,4.4,21762,Varies with device,"1,000,000+",Free,0,Everyone,Video Players & Editors,16-Aug-17,Varies with device,4.0.3 and up
DU Browser Mini(Small&Fast),TOOLS,4.2,20941,2.0M,"1,000,000+",Free,0,Everyone,Tools,23-Dec-16,1.12.23,4.0 and up
Caller ID & Call Block - DU Caller,COMMUNICATION,4.6,93930,14M,"5,000,000+",Free,0,Everyone,Communication,1-Aug-18,4.0.8,4.2 and up
Lock Screen - DU Locker & Lock screen wallpaper,TOOLS,4.5,5174,4.7M,"100,000+",Free,0,Everyone,Tools,26-Apr-18,2.0.0,4.0 and up
du View,FAMILY,3.8,935,22M,"50,000+",Free,0,Teen,Entertainment,26-Mar-18,6.4.1,4.3 and up
DU Emoji Keyboard（Simeji）,TOOLS,4.3,19234,14M,"500,000+",Free,0,Everyone,Tools,23-Feb-17,3.1.3,4.0.3 and up
"DU GIF Maker: GIF Maker, Video to GIF & GIF Editor",PHOTOGRAPHY,4.6,7605,4.3M,"500,000+",Free,0,Everyone,Photography,10-Apr-18,1.2.2.2,4.3 and up
DU Flashlight - Brightest LED & Flashlight Free,TOOLS,4.3,73821,Varies with device,"5,000,000+",Free,0,Everyone,Tools,7-Mar-18,Varies with device,Varies with device
Upgrade for Android DU Master,TOOLS,3.6,12993,5.2M,"1,000,000+",Free,0,Everyone,Tools,9-Jan-17,1.3.0,2.3.3 and up
,,,,,,,,,,,,
Weather Forecast Pro,WEATHER,4.7,14051,8.7M,"100,000+",Paid,$3.99 ,Everyone,Weather,4-Aug-18,8.5,4.0 and up
,,,,,,,,,,,,
DU Collage Maker - Photo Collage & Grid & Layout,PHOTOGRAPHY,4.7,4595,2.5M,"100,000+",Free,0,Everyone,Photography,4-Sep-17,1.4.0,4.0 and up
Du Chinese – Mandarin Lessons,FAMILY,4.8,3390,9.2M,"100,000+",Free,0,Everyone,Education,3-Oct-17,1.5.0,4.1 and up
Portes du Soleil,SPORTS,3.1,500,39M,"50,000+",Free,0,Everyone,Sports,16-Feb-18,10.012,4.1 and up
Sword of Chaos - Lame du Chaos,GAME,4.5,23599,96M,"100,000+",Free,0,Teen,Action,1-Jun-18,11.0.2,4.0 and up
Hadith du jour,FAMILY,4.4,276,Varies with device,"50,000+",Free,0,Everyone,Education,22-Mar-16,Varies with device,Varies with device
Bible du Semeur-BDS (French),BOOKS_AND_REFERENCE,4.5,313,6.9M,"50,000+",Free,0,Everyone,Books & Reference,4-Aug-18,0.7,1.0 and up
La citadelle du musulman,BOOKS_AND_REFERENCE,4.5,314,9.8M,"50,000+",Free,0,Everyone,Books & Reference,17-Mar-16,2.1,2.3.3 and up
Voyance du pyromancien,FAMILY,NaN,22,16M,"5,000+",Free,0,Everyone,Entertainment,13-Jul-18,1.0.3,4.1 and up
Clean My Android,PRODUCTIVITY,4.7,101163,6.2M,"5,000,000+",Free,0,Everyone,Productivity,31-Jul-18,1.4.5.2,4.1 and up
,,,,,,,,,,,,
La Poupée du Voyant,FAMILY,4.4,265,8.2M,"50,000+",Free,0,Everyone,Entertainment,6-Jan-17,1.0.0,4.1 and up
Star Chart,FAMILY,4.3,128808,Varies with device,"10,000,000+",Free,0,Everyone,Education;Education,2-Aug-18,Varies with device,Varies with device
APUS Booster - Space Cleaner & Booster,PRODUCTIVITY,4.6,1048766,13M,"10,000,000+",Free,0,Everyone,Productivity,3-Aug-18,2.6.28,4.0.3 and up
Officiel du SCRABBLE LAROUSSE,BOOKS_AND_REFERENCE,3.4,116,48M,"5,000+",Paid,$4.60 ,Everyone,Books & Reference,13-Oct-16,1.4,2.3 and up
Proverbes du monde,FAMILY,NaN,38,2.8M,"10,000+",Free,0,Everyone,Entertainment,12-Mar-18,1.1.2.0,1.6 and up
"GO Security－AntiVirus, AppLock, Booster",TOOLS,4.7,1251479,Varies with device,"10,000,000+",Free,0,Everyone,Tools,24-Jul-18,Varies with device,Varies with device
iSmart DV,VIDEO_PLAYERS,3.6,5692,31M,"1,000,000+",Free,0,Everyone,Video Players & Editors,27-Jul-18,R1.4.14.B1.4,4.1 and up
dv Prompter,VIDEO_PLAYERS,3.7,321,1.3M,"50,000+",Free,0,Everyone,Video Players & Editors,14-Mar-17,1.2.9,4.2 and up
Sports DV,LIFESTYLE,2.1,86,29M,"10,000+",Free,0,Everyone,Lifestyle,17-Jul-18,3.0.3,4.3 and up
Live DV,PHOTOGRAPHY,2,16,17M,"1,000+",Free,0,Everyone,Photography,9-May-18,1.0.6,4.4 and up
Mini DV,AUTO_AND_VEHICLES,3.5,12,19M,"5,000+",Free,0,Everyone,Auto & Vehicles,29-May-18,1.27,4.0 and up
DV-2019 Results,FAMILY,4.3,158,2.6M,"10,000+",Free,0,Everyone,Entertainment,14-Jun-18,17,4.0 and up
AKASO DV,TOOLS,2.4,99,71M,"10,000+",Free,0,Everyone,Tools,26-Jul-18,V1.0.9,4.0 and up
DV-LOTTERY 2019 REGISTRATION,FAMILY,4.5,97,2.6M,"10,000+",Free,0,Everyone,Entertainment,20-Jan-18,3,4.0 and up
Selfie DV,TOOLS,2.8,29,14M,"1,000+",Free,0,Everyone,Tools,24-Apr-17,2.3.26,4.0.3 and up
DV-4036 by Somikon,PHOTOGRAPHY,NaN,17,44M,"1,000+",Free,0,Everyone,Photography,19-Jan-17,0.0.5,4.3 and up
DV 2019 Entry Guide,BOOKS_AND_REFERENCE,4.5,92,5.1M,"10,000+",Free,0,Everyone,Books & Reference,18-Oct-17,2.0.0,4.1 and up
Touch DV,PHOTOGRAPHY,NaN,1,11M,50+,Free,0,Everyone,Photography,7-Jul-17,10.4,4.2 and up
Porch DV,HOUSE_AND_HOME,2.8,5,13M,"1,000+",Free,0,Everyone,House & Home,2-Jun-18,1,4.1 and up
DV 2019 - EDV Photo & Form,BOOKS_AND_REFERENCE,3.9,314,2.6M,"50,000+",Free,0,Everyone,Books & Reference,24-Oct-16,6.0.0,4.0.3 and up
SDV Cam,TOOLS,3.2,67,65M,"10,000+",Free,0,Everyone,Tools,2-Jun-17,1.0.8,4.0.3 and up
XDV,PHOTOGRAPHY,3.1,6827,8.7M,"1,000,000+",Free,0,Everyone,Photography,20-Apr-18,1.9.5,2.3 and up
,,,,,,,,,,,,
DV Car Service,MAPS_AND_NAVIGATION,4.6,10,25M,100+,Free,0,Everyone,Maps & Navigation,9-Aug-17,1.002,4.0.3 and up
DV Lottery Photo,VIDEO_PLAYERS,2.9,23,4.0M,"5,000+",Free,0,Everyone,Video Players & Editors,16-Dec-16,1.1,3.0 and up
DV Lottery Photo Tool,PHOTOGRAPHY,4,223,1.7M,"50,000+",Free,0,Everyone,Photography,28-Oct-17,1.06,4.2 and up
iCam - Webcam Video Streaming,TOOLS,3.7,770,2.4M,"10,000+",Paid,$4.99 ,Everyone,Tools,7-Oct-16,1.6.7,2.3 and up
DV KING 4K,PHOTOGRAPHY,2.3,3,8.5M,100+,Free,0,Everyone,Photography,17-Jul-18,1.0.10,4.0 and up
Wifi Action Camera,PHOTOGRAPHY,2.9,118,26M,"50,000+",Free,0,Everyone,Photography,24-Jul-18,1.3.5,4.0 and up
US DV Lottery 2020 Apply,TRAVEL_AND_LOCAL,4.6,41,2.0M,"10,000+",Free,0,Everyone,Travel & Local,14-Jan-18,1.02,4.0 and up
DV-2019 PHOTO TOOL,FAMILY,4.3,21,2.5M,"1,000+",Free,0,Everyone,Entertainment,20-Jan-18,5,4.0 and up
DV ASSIST,FAMILY,5,1,18M,100+,Free,0,Everyone,Education,2-Aug-18,1,4.4 and up
4K Ultra Camera,PHOTOGRAPHY,4.2,382,2.9M,"100,000+",Free,0,Everyone,Photography,30-Jul-18,39.272.12,2.2 and up
DV Lottery Simulator,FAMILY,4.6,13,1.3M,"1,000+",Free,0,Everyone,Entertainment,20-Oct-16,1.1,4.1 and up
U.S.A DV Lottery Process,FAMILY,4.5,8,1.7M,"1,000+",Free,0,Everyone,Education,12-Mar-17,1,4.1 and up
DV Statistics,SOCIAL,4.2,6,2.7M,100+,Free,0,Everyone,Social,8-Oct-15,1.2,4.0.3 and up
,,,,,,,,,,,,
MelifeCam-M,VIDEO_PLAYERS,3.5,81,22M,"10,000+",Free,0,Everyone,Video Players & Editors,21-Jul-16,R1.3.21.3,4.1 and up
DV-2019 UK/British,FAMILY,4.6,166,4.2M,"5,000+",Free,0,Everyone,Entertainment,11-Mar-18,3,4.0 and up
GoPlus Cam,VIDEO_PLAYERS,3.5,3484,41M,"500,000+",Free,0,Everyone,Video Players & Editors,18-Dec-17,3.0.1,4.0.3 and up
GoAction,VIDEO_PLAYERS,3.6,1522,65M,"100,000+",Free,0,Everyone,Video Players & Editors,17-Jul-18,V1.5.3,4.4 and up
DV Portfolio,TOOLS,NaN,0,16M,50+,Free,0,Everyone,Tools,23-Oct-17,1,4.1 and up
DV Youth,LIFESTYLE,5,5,15M,100+,Free,0,Everyone,Lifestyle,25-Apr-16,1.2,4.0.3 and up
DV KING,PHOTOGRAPHY,3,2,9.3M,100+,Free,0,Everyone,Photography,19-Sep-17,1.0.0,2.2 and up
DV - Digito Verificador,TOOLS,NaN,2,4.2M,500+,Free,0,Everyone,Tools,2-Mar-17,1,4.0 and up
DV Web Design Tips,PRODUCTIVITY,NaN,1,5.1M,10+,Free,0,Teen,Productivity,26-Oct-17,1.0.0,4.1 and up
DENVER ACTION CAM 3,PHOTOGRAPHY,2.9,66,8.9M,"10,000+",Free,0,Everyone,Photography,16-Nov-16,1.0.2,2.2 and up
4K VIDEO PLAYER ULTRA HD,VIDEO_PLAYERS,3.7,20,24M,"5,000+",Free,0,Everyone,Video Players & Editors,1-May-17,7,2.3.3 and up
US DV Lottery 2019,TRAVEL_AND_LOCAL,4.6,14,4.0M,"1,000+",Free,0,Everyone,Travel & Local,12-Apr-18,1,4.0 and up
BlueDV AMBE,COMMUNICATION,NaN,0,Varies with device,"1,000+",Free,0,Everyone,Communication,23-May-18,Varies with device,Varies with device
Hotel Insanity,GAME,4.2,3816,31M,"100,000+",Free,0,Teen,Arcade,7-Jul-16,1,3.0 and up
SportCAM,TOOLS,3.2,427,9.5M,"100,000+",Free,0,Everyone,Tools,4-May-18,1.7.6,2.2 and up
SportLook,PHOTOGRAPHY,2.5,1283,8.2M,"100,000+",Free,0,Everyone,Photography,21-Jun-18,1.2.7,4.1 and up
DW - Breaking World News,NEWS_AND_MAGAZINES,4.4,17671,17M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,6-Aug-18,2.3.10,4.2 and up
"DW Learn German - A1, A2, B1 and placement test",FAMILY,4.3,902,1.8M,"100,000+",Free,0,Everyone,Education,28-Sep-17,1,4.4 and up
DW Mobile,BUSINESS,2.7,33,Varies with device,"10,000+",Free,0,Everyone,Business,23-Jan-18,Varies with device,Varies with device
DW Spectrum™ IPVMS Mobile,BUSINESS,4,44,30M,"10,000+",Free,0,Everyone,Business,19-Jun-18,18.1.18164,4.1 and up
DW Amharic by AudioNow Digital,NEWS_AND_MAGAZINES,4.5,322,31M,"10,000+",Free,0,Everyone,News & Magazines,26-Jun-18,4.0.9,4.1 and up
DW VMAX,TOOLS,3.4,843,8.5M,"100,000+",Free,0,Everyone,Tools,4-May-17,3.7.1,2.2 and up
News: DW Español,NEWS_AND_MAGAZINES,4.3,25,6.3M,"1,000+",Free,0,Everyone,News & Magazines,26-Apr-18,1,4.1 and up
DW Contacts & Phone & Dialer,COMMUNICATION,4.3,21186,10M,"1,000,000+",Free,0,Everyone,Communication,4-Aug-18,Varies with device,Varies with device
DW,NEWS_AND_MAGAZINES,NaN,0,4.8M,"10,000+",Free,0,Everyone 10+,News & Magazines,13-Jul-18,1.0.5,5.0 and up
DW Arabic By dw-arab.com,NEWS_AND_MAGAZINES,4.3,386,6.0M,"50,000+",Free,0,Everyone,News & Magazines,27-Oct-17,3.2,4.1 and up
DW Espanol,NEWS_AND_MAGAZINES,NaN,0,5.8M,100+,Free,0,Everyone,News & Magazines,5-Jun-18,1,4.2 and up
News :DW Bangali,NEWS_AND_MAGAZINES,NaN,1,6.3M,10+,Free,0,Everyone,News & Magazines,2-Jul-18,1,4.1 and up
Learn German: Die Bienenretter,FAMILY,4,25,79M,"5,000+",Free,0,Everyone,Educational;Education,26-Jul-17,1.0.5,2.3 and up
News: DW Hausa,NEWS_AND_MAGAZINES,4.9,9,6.3M,"1,000+",Free,0,Everyone,News & Magazines,26-Apr-18,1,4.1 and up
DW Spectrum™ IP VMS,BUSINESS,3.4,102,2.4M,"10,000+",Free,0,Everyone,Business,14-Apr-16,2.5.0-prod,2.2 and up
DW Audio,FAMILY,4.9,38,5.0M,"1,000+",Free,0,Everyone,Education,16-Jun-17,0.9.0,4.1 and up
DW Contacts widget,TOOLS,4.3,56,2.0M,"1,000+",Paid,$0.99 ,Everyone,Tools,5-Jun-14,1.1.0.0,2.1 and up
DW فارسی By dw-arab.com,NEWS_AND_MAGAZINES,4.7,11,4.4M,"1,000+",Free,0,Everyone,News & Magazines,26-Mar-17,1.0.0,4.1 and up
German Listening,FAMILY,4.8,18298,8.0M,"500,000+",Free,0,Everyone,Education,23-Jul-18,2.94,2.3.3 and up
Deaf World DW,COMMUNICATION,4.3,298,Varies with device,"10,000+",Free,0,Teen,Communication,28-Nov-17,Varies with device,4.1 and up
DW Event,EVENTS,4.3,9,39M,"1,000+",Free,0,Everyone,Events,29-May-18,2.32.2,4.1 and up
DW Witness,BUSINESS,4,6,3.5M,500+,Free,0,Everyone,Business,14-May-18,1.1.2,5.0 and up
Fahrschule DW,FAMILY,NaN,5,3.9M,"1,000+",Free,0,Everyone,Education,19-Apr-16,1.2,2.2 and up
Downvids Helper - One touch DW,VIDEO_PLAYERS,3.5,197,9.8M,"10,000+",Free,0,Everyone,Video Players & Editors,5-Feb-17,1,4.0.3 and up
DW Tech Tools,BUSINESS,NaN,1,5.9M,100+,Free,0,Everyone,Business,24-Jul-18,26.1,4.1 and up
DW Security,BUSINESS,5,6,15M,100+,Free,0,Everyone,Business,25-Jul-18,69.1,4.1 and up
News: RFI Hausa,NEWS_AND_MAGAZINES,4.7,10,6.3M,"1,000+",Free,0,Everyone,News & Magazines,28-Apr-18,1,4.1 and up
ZAK DW,BUSINESS,NaN,0,3.0M,10+,Free,0,Teen,Business,13-Nov-15,1,4.1 and up
DW Contacts Wear,TOOLS,4.2,37,2.2M,"5,000+",Free,0,Everyone,Tools,9-Mar-15,0.0.0.2,4.0 and up
Hausa Radio,NEWS_AND_MAGAZINES,4.4,3375,4.2M,"100,000+",Free,0,Everyone,News & Magazines,31-Jul-18,4.1,4.1 and up
Digi Dex for DW Next Order @PS4,TOOLS,4.2,155,16M,"10,000+",Free,0,Everyone,Tools,24-Feb-18,1.3,5.0 and up
DW Timer,TOOLS,5,9,1.5M,100+,Free,0,Everyone,Tools,5-Apr-17,1,1.6 and up
DW Streaming,SOCIAL,NaN,0,Varies with device,"1,000+",Free,0,Everyone,Social,27-May-17,Varies with device,Varies with device
,,,,,,,,,,,,
VMAX IP Plus Mobile Client,BUSINESS,2,9,3.4M,"1,000+",Free,0,Everyone,Business,9-Jun-17,1.1.12,2.3 and up
Rose Gold DW Watch Theme,PERSONALIZATION,NaN,1,3.3M,100+,Free,0,Everyone,Personalization,25-Jul-18,1.1.1,4.0 and up
DW Maps,TRAVEL_AND_LOCAL,3.7,35,13M,"10,000+",Free,0,Everyone,Travel & Local,6-Jun-17,1.9,2.3.3 and up
DW Uninstall Applications,TOOLS,NaN,0,2.5M,10+,Free,0,Everyone,Tools,5-Feb-17,1,2.3 and up
Bodyworks DW,HEALTH_AND_FITNESS,NaN,0,10M,10+,Free,0,Everyone,Health & Fitness,9-Jul-18,4.2.2,4.1 and up
DW Cleaner,TOOLS,NaN,7,3.0M,500+,Free,0,Everyone,Tools,5-Aug-18,1.7,4.0 and up
,,,,,,,,,,,,
Swahili Radio,NEWS_AND_MAGAZINES,4.5,171,4.8M,"10,000+",Free,0,Everyone,News & Magazines,30-May-18,3,4.0 and up
Black Classic DW Watch Theme,PERSONALIZATION,NaN,1,2.9M,100+,Free,0,Everyone,Personalization,25-Jul-18,1.1.1,4.0 and up
White Classic Petite Watch Theme for DW,LIFESTYLE,NaN,2,3.0M,500+,Free,0,Everyone,Lifestyle,24-Jul-18,1.1.1,4.0 and up
D.W Bien Être,HEALTH_AND_FITNESS,NaN,0,40M,10+,Free,0,Everyone,Health & Fitness,6-Apr-16,1,2.3 and up
DX,SHOPPING,3.1,6697,11M,"500,000+",Free,0,Everyone,Shopping,1-Feb-18,4.2.1,4.0 and up
Direct Express®,FINANCE,4.5,6156,6.6M,"500,000+",Free,0,Everyone,Finance,9-May-17,1.0.10,4.0 and up
Retro City Rampage DX,GAME,4.7,416,16M,"10,000+",Paid,$2.99 ,Teen,Action,12-Jan-17,1.0.5,4.0 and up
KeePass DX,TOOLS,NaN,0,Varies with device,"5,000+",Free,0,Everyone,Tools,2-Aug-18,Varies with device,Varies with device
PORTABLE SOCCER DX,SPORTS,4.4,552,1.6M,"5,000+",Paid,$1.00 ,Everyone,Sports,19-Jun-18,3.4,2.2 and up
Across Age DX,FAMILY,3.8,5964,48M,"500,000+",Free,0,Teen,Role Playing,9-Jan-15,1.1.0,2.2 and up
ZOOKEEPER DX TouchEdition,FAMILY,4.2,3195,4.6M,"100,000+",Paid,$0.99 ,Everyone,Puzzle,26-Nov-15,1.2.7,2.1 and up
Ham DX Cluster & Spots Finder,COMMUNICATION,4.5,115,2.8M,"5,000+",Free,0,Everyone,Communication,15-Jul-16,1.4.4,4.1 and up
KeePass DX Pro,TOOLS,NaN,0,Varies with device,100+,Paid,$5.99 ,Everyone,Tools,2-Aug-18,Varies with device,Varies with device
DX Alerts,LIFESTYLE,4.5,22,23M,"1,000+",Free,0,Everyone,Lifestyle,19-Jul-16,2,4.0.3 and up
Piczle Lines DX,FAMILY,4.6,281,26M,"5,000+",Free,0,Everyone,Puzzle,15-Apr-18,1.4.6,4.0 and up
PORTABLE SOCCER DX Lite,SPORTS,4.2,15068,2.5M,"1,000,000+",Free,0,Everyone,Sports,19-Jun-18,3.4,2.3 and up
DX Spots Free,TOOLS,4.5,46,24M,"1,000+",Free,0,Everyone,Tools,18-May-18,2.0.402,4.1 and up
3DAnimeGirl DX DreamPortrait KAWAII Girl DressUp,FAMILY,4.2,449,56M,"10,000+",Free,0,Teen,Casual,16-Feb-18,1.5,4.0 and up
Bubble Shooter DX,FAMILY,4.2,636,4.0M,"100,000+",Free,0,Everyone,Casual,21-Jun-18,1.21,4.0.3 and up
DX Alert,TOOLS,4.1,27,2.5M,"1,000+",Free,0,Everyone,Tools,28-Apr-16,1.131,3.2 and up
Age of Procreation DX,FAMILY,4.3,1894,40M,"100,000+",Free,0,Mature 17+,Simulation,22-Apr-16,1.441,2.3 and up
Chronolink DX,FAMILY,5,7,73M,10+,Paid,$0.99 ,Everyone,Puzzle,6-Jul-17,1.2,4.1 and up
DX Simulation for OOO Dx Belt,FAMILY,4.6,67,31M,"10,000+",Free,0,Everyone,Simulation,4-Aug-18,1.7,4.1 and up
Differential Dx Free,MEDICAL,4,238,Varies with device,"50,000+",Free,0,Everyone 10+,Medical,7-Jan-18,Varies with device,Varies with device
Tricky Bike Stunt Rider DX,FAMILY,4.4,16,45M,500+,Free,0,Everyone,Simulation;Education,29-Jul-18,1.1.1,4.0 and up
DX Gashacon Sword for Ex-Aid Henshin,FAMILY,NaN,17,42M,"1,000+",Free,0,Everyone,Simulation,14-Jul-18,1,4.1 and up
DX Simulation Belt for Build henshin,FAMILY,4.5,182,39M,"10,000+",Free,0,Everyone,Simulation,11-Jul-18,2,4.1 and up
Active Soccer 2 DX,SPORTS,3.6,28,48M,500+,Paid,$2.99 ,Everyone,Sports,28-Mar-17,1.0.3,1.5 and up
DX Simulation for Kabuto Henshin Belt 2018,FAMILY,4.6,14,7.2M,"5,000+",Free,0,Everyone,Simulation,6-Aug-18,1.5,4.0.3 and up
DX Simulation for Decade Henshin Belt 2018,FAMILY,NaN,23,10M,"5,000+",Free,0,Everyone,Simulation,6-Aug-18,1.6,4.0 and up
Elemental Galaxy Dx - Match3,FAMILY,4,127,14M,"10,000+",Free,0,Everyone,Puzzle,11-Mar-14,1.0.9,2.2 and up
DX Simulation for Double Dx Henshin Belt 2018,FAMILY,4.6,33,11M,"5,000+",Free,0,Everyone,Simulation,6-Aug-18,1.5,4.0.3 and up
Mircules DX Cluster Lite,COMMUNICATION,4.5,51,21M,"5,000+",Free,0,Everyone,Communication,10-May-16,3,4.1 and up
DX Simulation Belt for Decade henshin,FAMILY,4.5,64,32M,"5,000+",Free,0,Everyone,Simulation,27-Jul-18,3,4.1 and up
Chronolink DX Lite,FAMILY,NaN,2,47M,10+,Free,0,Everyone,Puzzle,9-Oct-17,1,4.1 and up
Shoot! DX - lights for FREE,GAME,NaN,4,Varies with device,100+,Free,0,Everyone,Action,23-Jun-18,Varies with device,Varies with device
Bubble Shooter DX AdFree,FAMILY,NaN,1,2.1M,50+,Paid,$2.99 ,Everyone,Casual,31-May-16,1.02,2.3 and up
Human Dx,MEDICAL,4.8,6,16M,500+,Free,0,Everyone,Medical,4-Aug-18,Human Dx,6.0 and up
Santa's Monster Shootout DX,GAME,5,4,33M,50+,Paid,$1.99 ,Teen,Action,15-Aug-13,1.05,2.2 and up
DX Glow - Clock Widget,PERSONALIZATION,4.4,5,3.4M,50+,Paid,$0.99 ,Everyone,Personalization,20-Mar-15,2,3.0 and up
iCluster - The DX-Cluster database,COMMUNICATION,NaN,0,17M,10+,Paid,$0.99 ,Everyone,Communication,26-Jul-18,1.7,6.0 and up
MBU DX Cluster,TOOLS,4,5,1.6M,500+,Free,0,Everyone,Tools,16-Jun-15,0.0.1,2.3.3 and up
Dress Up RagazzA13 DX,FAMILY,3.5,13,42M,100+,Paid,$0.99 ,Everyone,Simulation,16-Sep-16,1.0.5,4.0.3 and up
Cloud DX Connected Health,HEALTH_AND_FITNESS,5,6,11M,100+,Free,0,Everyone,Health & Fitness,19-Jul-17,1.7.10713 (281),4.4 and up
DX Simulation for X-aid Dx Belt,FAMILY,4,35,48M,"5,000+",Free,0,Everyone,Simulation,4-Aug-18,1.6,4.1 and up
Unstoppaball DX,FAMILY,4.2,5,40M,50+,Paid,$1.49 ,Everyone,Puzzle,20-May-14,1.7,2.0.1 and up
Differential Dx,MEDICAL,4,8,Varies with device,500+,Paid,$3.99 ,Everyone,Medical,19-Jan-18,Varies with device,Varies with device
Sokoban Land DX,FAMILY,3.9,46,20M,"10,000+",Paid,$2.99 ,Everyone,Puzzle,29-Jan-18,1.0.6,2.3 and up
Multiple Sclerosis Dx & Mgmt.,MEDICAL,4.5,131,60M,"10,000+",Free,0,Everyone,Medical,25-Sep-17,5,4.4 and up
Dx Ludo,FAMILY,3.6,215,2.6M,"50,000+",Free,0,Everyone,Puzzle,18-Apr-11,1,2.1 and up
My Dy Dice - 3D Dice Roller,LIFESTYLE,4.2,9,22M,100+,Free,0,Everyone,Lifestyle,20-Sep-16,1.01,4.1 and up
Dy So Exam,FAMILY,3,6,3.2M,"1,000+",Free,0,Everyone,Education,3-Jul-17,1,2.3 and up
edp re:dy,TOOLS,3,172,Varies with device,"10,000+",Free,0,Everyone,Tools,20-Jun-18,Varies with device,Varies with device
Dr. D. Y. Patil Vidyapeeth GBS,FAMILY,4,3,5.3M,100+,Free,0,Everyone,Education,14-Feb-17,1.0.1702140017,4.1 and up
edp re:dy smarthome,TOOLS,3.4,30,22M,"5,000+",Free,0,Everyone,Tools,7-Jun-17,1.2.2,4.1 and up
KPS CHAUHAN DY/DX,FAMILY,4.9,37,10M,100+,Free,0,Everyone,Education,28-Jul-18,1.0.32.1,4.1 and up
DY Fitness,HEALTH_AND_FITNESS,NaN,0,43M,10+,Free,0,Everyone,Health & Fitness,6-Aug-18,4.4.1,4.1 and up
dy n fly,LIFESTYLE,NaN,1,4.8M,50+,Free,0,Everyone,Lifestyle,5-Mar-18,1.0.3,4.0 and up
Cnady Selfie : You Can Dy Snap Camera,PERSONALIZATION,NaN,8,20M,"1,000+",Free,0,Everyone,Personalization,6-Jan-18,2.6,4.1 and up
junainfo.dy.fi,TRAVEL_AND_LOCAL,NaN,8,1.9M,100+,Free,0,Everyone,Travel & Local,21-Oct-15,0.0.9,4.0 and up
DY TECHNICAL GYAN,BUSINESS,4,2,3.3M,10+,Free,0,Everyone,Business,17-Jan-18,1.1.0,4.0 and up
JONACK (D Story Teller),FAMILY,4.4,152,1.2M,"10,000+",Free,0,Everyone,Entertainment,28-Nov-15,1,2.2 and up
American Sniper City Fight Shooting Assassin,GAME,4.1,395,54M,"50,000+",Free,0,Teen,Action,24-Nov-17,1.4,2.3 and up
Guardians of Ancora,FAMILY,4.4,969,26M,"50,000+",Free,0,Everyone,Educational;Action & Adventure,20-Jul-18,2.9.1,2.3.3 and up
Train Sim Pro,FAMILY,4,1763,Varies with device,"10,000+",Paid,$1.49 ,Everyone,Simulation;Pretend Play,25-Jun-18,3.9.9,4.1 and up
Displaying You VR,PHOTOGRAPHY,NaN,1,67M,50+,Free,0,Everyone,Photography,19-Oct-16,3.0.6.2,4.0 and up
Cute Dolphin Keyboard,PERSONALIZATION,4.5,237,6.4M,"10,000+",Free,0,Everyone,Personalization,30-Jul-18,1.279.13.93,4.0.3 and up
Truck Transport Raw Material,FAMILY,4.2,632,50M,"100,000+",Free,0,Everyone,Simulation,20-Jul-18,1.4,4.1 and up
Hidden Camera Detector,TOOLS,3.9,167,2.5M,"10,000+",Free,0,Everyone,Tools,8-Nov-17,1,4.0.3 and up
DYPhyzio-Physiology Forum,FAMILY,NaN,4,1.3M,100+,Free,0,Everyone,Education,22-Aug-17,1.1,4.1 and up
Street Skater 3D,GAME,3.6,120852,21M,"10,000,000+",Free,0,Teen,Action,24-Oct-17,1.1,4.0.3 and up
DYPSOET,FAMILY,5,8,7.4M,50+,Free,0,Everyone,Education,7-Aug-18,1.0.2,4.1 and up
Triceratops - Dino Robot,FAMILY,4.4,3032,30M,"1,000,000+",Free,0,Everyone,Casual,18-Dec-17,1.2.3,4.0 and up
Differential Equations Steps,FAMILY,3.6,1185,3.9M,"100,000+",Free,0,Everyone,Education,11-Apr-17,5.3.0,4.0.3 and up
Dz Dinars Numbers to letters,PRODUCTIVITY,4.7,2807,9.8M,"100,000+",Free,0,Everyone,Productivity,15-Dec-16,0.74 11.12.2016,4.0.3 and up
dz NEWS Algerie,NEWS_AND_MAGAZINES,4.2,2318,4.5M,"100,000+",Free,0,Everyone,News & Magazines,13-Dec-14,2.3,2.3 and up
Siyaha Dz,TRAVEL_AND_LOCAL,4.5,289,9.8M,"10,000+",Free,0,Everyone,Travel & Local,13-Mar-18,2.6.3,4.2 and up
CCP DZ : Fill out a check | Number in letters DZD,FINANCE,4.7,642,3.2M,"10,000+",Free,0,Everyone,Finance,27-Apr-18,4/27/2018,4.0 and up
DZ Puzzle,FAMILY,NaN,14,47M,10+,Paid,$0.99 ,Everyone,Puzzle,22-Apr-17,1.2,2.3 and up
DZ Mobile Market,SHOPPING,NaN,59,6.0M,"10,000+",Free,0,Everyone,Shopping,1-Feb-18,1.0.3-DzMobile,4.0.3 and up
3G DZ Configuration,COMMUNICATION,4.3,488,2.5M,"50,000+",Free,0,Everyone,Communication,19-Nov-15,6.2.3,3.0 and up
3G/4G Config Dz,TOOLS,4.2,2058,2.3M,"100,000+",Free,0,Everyone,Tools,15-May-17,3.0.2,4.0 and up
