# Data is copyright of Lavanya Gupta @ https://www.kaggle.com/lava18/google-play-store-apps,,,,,,,,,,,,
App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
R M Lock Screen,LIBRARIES_AND_DEMO,4.5,399,9.5M,"100,000+",Free,0,Everyone,Libraries & Demo,22-May-18,1.1,4.0.3 and up
Mama Lala 's song,LIBRARIES_AND_DEMO,NaN,102,21M,"50,000+",Free,0,Everyone,Libraries & Demo,1-Jul-18,6.0.0,2.3 and up
Barcode Scanner,LIBRARIES_AND_DEMO,4.2,3945,9.4M,"500,000+",Free,0,Everyone,Libraries & Demo,9-Jan-18,4.2.2,3.2 and up
Young Speeches,LIBRARIES_AND_DEMO,NaN,2221,2.4M,"500,000+",Free,0,Everyone,Libraries & Demo,8-Jan-17,1.1,2.3 and up
New Ringtones 2018,LIBRARIES_AND_DEMO,4.1,3781,36M,"1,000,000+",Free,0,Everyone,Libraries & Demo,15-Apr-18,1.8,4.0 and up
EyeCloud,LIBRARIES_AND_DEMO,3.1,1267,55M,"100,000+",Free,0,Everyone,Libraries & Demo,2-Aug-18,5.1.2,4.4 and up
Dollhouse Decorating Games,LIFESTYLE,4.1,18968,32M,"5,000,000+",Free,0,Teen,Lifestyle,26-Apr-18,5.1,4.1 and up
metroZONE,LIFESTYLE,4.1,47497,34M,"10,000,000+",Free,0,Everyone,Lifestyle,8-Jun-18,5.3.0.54.7,5.0 and up
Easy Hair Style Design,LIFESTYLE,4.3,601,5.1M,"100,000+",Free,0,Everyone,Lifestyle,20-Dec-17,1,2.3 and up
Talking Babsy Baby: Baby Games,LIFESTYLE,4,140995,100M,"10,000,000+",Free,0,Everyone,Lifestyle;Pretend Play,16-Jul-18,9,4.0 and up
"Black Wallpaper, AMOLED, Dark Background: Darkify",LIFESTYLE,4.6,51357,80M,"5,000,000+",Free,0,Everyone,Lifestyle,31-Jul-18,8,4.0 and up
Girly Wallpapers Backgrounds,LIFESTYLE,4.4,13565,3.3M,"1,000,000+",Free,0,Everyone,Lifestyle,5-Aug-18,2.5,4.0 and up
Chart - Myanmar Keyboard,LIFESTYLE,4.4,39364,28M,"5,000,000+",Free,0,Everyone,Lifestyle,17-Jul-18,10.19,4.0.3 and up
Easy Makeup Tutorials,LIFESTYLE,4.3,7287,5.0M,"1,000,000+",Free,0,Everyone,Lifestyle,3-Nov-16,1,2.3 and up
Horoscopes – Daily Zodiac Horoscope and Astrology,LIFESTYLE,4.6,161143,11M,"10,000,000+",Free,0,Everyone 10+,Lifestyle,25-Jun-18,5.2.4(881),4.0.3 and up
Entel,LIFESTYLE,3.2,16168,55M,"1,000,000+",Free,0,Everyone,Lifestyle,26-Jul-18,2.2.9,4.0.3 and up
ZenUI Safeguard,LIFESTYLE,4.5,100,7.1M,"1,000,000+",Free,0,Everyone,Lifestyle,9-May-18,1.0.0.21_180410,7.0 - 7.1.1
Live 4D Results ! (MY & SG),LIFESTYLE,4.6,116079,3.2M,"5,000,000+",Free,0,Everyone,Lifestyle,20-May-18,5.8,2.3 and up
Diary with lock,LIFESTYLE,4.6,815893,4.4M,"10,000,000+",Free,0,Everyone,Lifestyle,30-Jun-18,4.9,4.1 and up
FOSSIL Q: DESIGN YOUR DIAL,LIFESTYLE,4.3,985,16M,"500,000+",Free,0,Everyone,Lifestyle,31-May-18,3.7,7.0 and up
Telstra,LIFESTYLE,3,4260,6.3M,"5,000,000+",Free,0,Everyone,Lifestyle,8-Aug-17,6.1,2.3.3 and up
Family Locator - GPS Tracker,LIFESTYLE,4.4,726074,45M,"10,000,000+",Free,0,Everyone,Lifestyle,2-Aug-18,16.7.1,4.4 and up
Van Nien 2018 - Lich Van su & Lich Am,LIFESTYLE,4.4,3829,23M,"1,000,000+",Free,0,Everyone,Lifestyle,1-Jun-18,3.9.3,4.1 and up
Safeway,LIFESTYLE,4.3,33572,37M,"1,000,000+",Free,0,Everyone,Lifestyle,2-Aug-18,6.2.0,4.4 and up
HTC Speak,LIFESTYLE,3.5,6145,13M,"10,000,000+",Free,0,Everyone,Lifestyle,30-Jun-16,8.00.775375,5.0 and up
Kawaii Easy Drawing : How to draw Step by Step,LIFESTYLE,4.3,34327,8.1M,"5,000,000+",Free,0,Everyone,Lifestyle,17-Jul-18,2.5.1,4.0 and up
Tattoodo - Find your next tattoo,LIFESTYLE,4.5,7457,13M,"1,000,000+",Free,0,Teen,Lifestyle,3-Aug-18,2.4.12-r244,4.1 and up
H&M,LIFESTYLE,3.7,41941,14M,"10,000,000+",Free,0,Everyone,Lifestyle,30-Jul-18,9.6.3,4.4 and up
Samsung+,LIFESTYLE,4.5,82145,30M,"50,000,000+",Free,0,Everyone,Lifestyle,5-Jul-18,10.19.0.0,4.4 and up
Anime Avatar Creator: Make Your Own Avatar,LIFESTYLE,4.2,10944,36M,"1,000,000+",Free,0,Everyone,Lifestyle,15-Jun-18,2,4.1 and up
Beautiful Design Birthday Cake,LIFESTYLE,4.3,665,3.0M,"500,000+",Free,0,Everyone,Lifestyle,4-Aug-18,2,2.3 and up
Pronunciation and know the name of the caller from his number,LIFESTYLE,4.6,2167,1.4M,"500,000+",Free,0,Everyone,Lifestyle,7-Jan-18,1,2.3 and up
Super Slime Simulator - Satisfying Slime App,LIFESTYLE,4.5,53652,39M,"1,000,000+",Free,0,Everyone,Lifestyle,5-Aug-18,2.15,5.0 and up
Caf - My Account,LIFESTYLE,3.9,18961,1.8M,"5,000,000+",Free,0,Everyone,Lifestyle,24-Sep-15,1.1.1,2.3 and up
H Pack,LIFESTYLE,4.3,9412,1.7M,"1,000,000+",Free,0,Everyone,Lifestyle,17-Dec-16,1.5.1,4.0.3 and up
Family convenience store FamilyMart,LIFESTYLE,3.3,9663,19M,"1,000,000+",Free,0,Everyone,Lifestyle,16-Jul-18,Version:6.97,4.4 and up
သိင်္ Astrology - Min Thein Kha BayDin,LIFESTYLE,4.7,2225,15M,"100,000+",Free,0,Everyone,Lifestyle,26-Jul-18,4.2.1,4.0.3 and up
w UN map,LIFESTYLE,4.2,23164,10.0M,"1,000,000+",Free,0,Mature 17+,Lifestyle,24-Jul-18,2.6,5.0 and up
Official Matsumoto Kiyoshi application,LIFESTYLE,3.2,3031,2.7M,"1,000,000+",Free,0,Everyone,Lifestyle,3-Jul-18,1.5.3,4.0 and up
Galaxy Gift,LIFESTYLE,4.4,95557,16M,"10,000,000+",Free,0,Everyone,Lifestyle,23-Jul-18,7.0.8,4.0.3 and up
PASS by KT (formerly KT certified),LIFESTYLE,3.5,7869,21M,"1,000,000+",Free,0,Everyone,Lifestyle,1-Aug-18,02.00.06,4.4 and up
Safety stepping stone,LIFESTYLE,3.7,4212,20M,"1,000,000+",Free,0,Everyone,Lifestyle,25-Jul-18,3.4.5,2.3 and up
Rate Guide Bill Letter,LIFESTYLE,3.8,17368,14M,"10,000,000+",Free,0,Everyone,Lifestyle,27-Jun-18,5.1.3,4.0 and up
US Mission - buy gourmet movie KTV,LIFESTYLE,3.8,6554,76M,"500,000+",Free,0,Teen,Lifestyle,20-Jun-18,9.4.2,4.1 and up
OK cashbag [point of pleasure],LIFESTYLE,3.7,33264,18M,"10,000,000+",Free,0,Everyone,Lifestyle,15-Jun-18,6.2.1,4.0 and up
JOANN - Crafts & Coupons,LIFESTYLE,4.6,34782,12M,"1,000,000+",Free,0,Everyone,Lifestyle,22-Jun-18,5.2.2,4.3 and up
MK eCatalog,LIFESTYLE,4,6676,6.2M,"1,000,000+",Free,0,Everyone,Lifestyle,21-Feb-18,3,4.2 and up
Vaniday - Beauty Booking App,LIFESTYLE,3.6,1067,Varies with device,"100,000+",Free,0,Everyone,Lifestyle,20-Mar-18,3.8.15,4.1 and up
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8M,"100,000+",Free,0,Everyone,Lifestyle,27-Sep-16,2,4.3 and up
Mirror,LIFESTYLE,4.1,367505,Varies with device,"10,000,000+",Free,0,Everyone,Lifestyle,25-Jul-18,Varies with device,Varies with device
StyleSeat,LIFESTYLE,4.7,20304,24M,"500,000+",Free,0,Everyone,Lifestyle,31-Jul-18,4.35,4.0.3 and up
Wedding Countdown Widget,LIFESTYLE,3.9,7376,19M,"1,000,000+",Free,0,Everyone,Lifestyle,11-Jan-18,5.2.2018010801-1,4.1 and up
My Day - Countdown Calendar 🗓️,LIFESTYLE,4.1,49147,13M,"1,000,000+",Free,0,Everyone,Lifestyle,7-May-18,2.9.5,4.1 and up
justWink Greeting Cards,LIFESTYLE,4.6,69177,15M,"1,000,000+",Free,0,Teen,Lifestyle,2-Aug-17,2.7.3,4.4 and up
Wedding LookBook by The Knot,LIFESTYLE,4.2,3448,13M,"100,000+",Free,0,Everyone,Lifestyle,9-Jul-18,3.9.5,4.0.3 and up
Vaniday - Beauty Booking App,LIFESTYLE,3.6,1067,Varies with device,"100,000+",Free,0,Everyone,Lifestyle,20-Mar-18,3.8.15,4.1 and up
Big Days - Events Countdown,LIFESTYLE,4.6,39724,Varies with device,"1,000,000+",Free,0,Everyone,Lifestyle,29-Jun-18,Varies with device,Varies with device
"Wedding Planner by WeddingWire - Venues, Checklist",LIFESTYLE,4.2,3788,44M,"1,000,000+",Free,0,Everyone,Lifestyle,24-Jul-18,8.5.1,5.0 and up
Been Together (Ad) - D-day,LIFESTYLE,4.4,95736,Varies with device,"10,000,000+",Free,0,Everyone,Lifestyle,30-Jul-18,Varies with device,Varies with device
WedMeGood - Wedding Planner,LIFESTYLE,4.6,1658,9.7M,"100,000+",Free,0,Everyone,Lifestyle,31-Jul-18,2.0.9,4.4 and up
StyleSeat,LIFESTYLE,4.7,20304,24M,"500,000+",Free,0,Everyone,Lifestyle,31-Jul-18,4.35,4.0.3 and up
DIY Garden Ideas,LIFESTYLE,4.1,3309,13M,"500,000+",Free,0,Everyone,Lifestyle,5-Aug-18,10,4.0 and up
Brit + Co,LIFESTYLE,3.9,987,4.5M,"10,000+",Free,0,Everyone,Lifestyle,29-Aug-17,2.0.4,4.0 and up
Creative Ideas - DIY & Craft,LIFESTYLE,4,5208,4.5M,"100,000+",Free,0,Teen,Lifestyle,23-Nov-17,1.37,4.0 and up
Homestyler Interior Design & Decorating Ideas,LIFESTYLE,4.1,78298,29M,"5,000,000+",Free,0,Everyone,Lifestyle,2-Aug-18,3.1.2.1,4.1 and up
JOANN - Crafts & Coupons,LIFESTYLE,4.6,34802,12M,"1,000,000+",Free,0,Everyone,Lifestyle,22-Jun-18,5.2.2,4.3 and up
Wheretoget: Shop in style,LIFESTYLE,4.1,6808,12M,"500,000+",Free,0,Teen,Lifestyle,5-Jun-17,3.2.0,4.1 and up
My Dressing - Fashion closet,LIFESTYLE,4.1,12452,Varies with device,"500,000+",Free,0,Everyone,Lifestyle,26-Jan-17,Varies with device,Varies with device
Chictopia,LIFESTYLE,4.1,360,4.6M,"10,000+",Free,0,Everyone,Lifestyle,30-Apr-14,1.6.2,2.2 and up
Scarf Fashion Designer,LIFESTYLE,4.4,16637,10M,"1,000,000+",Free,0,Everyone,Lifestyle,18-Jun-17,1.8,2.3 and up
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8M,"100,000+",Free,0,Everyone,Lifestyle,27-Sep-16,2,4.3 and up
Zara,LIFESTYLE,4.3,95904,33M,"10,000,000+",Free,0,Everyone,Lifestyle,30-Jul-18,4.1.0,4.1 and up
Wheretoget: Shop in style,LIFESTYLE,4.1,6808,12M,"500,000+",Free,0,Teen,Lifestyle,5-Jun-17,3.2.0,4.1 and up
My Dressing - Fashion closet,LIFESTYLE,4.1,12452,Varies with device,"500,000+",Free,0,Everyone,Lifestyle,26-Jan-17,Varies with device,Varies with device
Chictopia,LIFESTYLE,4.1,360,4.6M,"10,000+",Free,0,Everyone,Lifestyle,30-Apr-14,1.6.2,2.2 and up
Scarf Fashion Designer,LIFESTYLE,4.4,16637,10M,"1,000,000+",Free,0,Everyone,Lifestyle,18-Jun-17,1.8,2.3 and up
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8M,"100,000+",Free,0,Everyone,Lifestyle,27-Sep-16,2,4.3 and up
Zara,LIFESTYLE,4.3,95905,33M,"10,000,000+",Free,0,Everyone,Lifestyle,30-Jul-18,4.1.0,4.1 and up
Real Estate by Movoto,LIFESTYLE,4.4,3114,13M,"100,000+",Free,0,Everyone,Lifestyle,20-Feb-18,6.1,4.0.3 and up
Etta Homes,LIFESTYLE,4.2,220,15M,"50,000+",Free,0,Everyone,Lifestyle,26-Jul-18,9.1.0,5.0 and up
Houlihan Lawrence,LIFESTYLE,4.4,33,23M,"5,000+",Free,0,Everyone,Lifestyle,12-Oct-17,3.9.5,4.2 and up
Home Scouting® MLS Mobile,LIFESTYLE,4.3,1533,7.7M,"100,000+",Free,0,Everyone,Lifestyle,27-Sep-16,2.2.6,2.2 and up
Housing-Real Estate & Property,LIFESTYLE,4.1,28301,Varies with device,"1,000,000+",Free,0,Everyone,Lifestyle,13-Jul-18,12.1.0,4.1 and up
ZipRealty Real Estate & Homes,LIFESTYLE,4,3937,15M,"100,000+",Free,0,Everyone,Lifestyle,27-Jul-18,8.3.3,4.4 and up
Sotheby's International Realty,LIFESTYLE,4.2,894,25M,"50,000+",Free,0,Everyone,Lifestyle,9-Apr-18,5.600.42,4.0.3 and up
Zoopla Property Search UK - Home to buy & rent,LIFESTYLE,4.1,21195,Varies with device,"1,000,000+",Free,0,Everyone,Lifestyle,22-Jun-18,Varies with device,Varies with device
Neighborhoods & Apartments,LIFESTYLE,3.9,2042,3.0M,"100,000+",Free,0,Everyone,Lifestyle,28-Aug-15,3.1.6,4.0 and up
Keller Williams Real Estate,LIFESTYLE,4.4,13213,22M,"1,000,000+",Free,0,Everyone,Lifestyle,28-Mar-18,5.800.04,4.0.3 and up
Relax Rain ~ Rain Sounds,LIFESTYLE,4.6,118034,Varies with device,"5,000,000+",Free,0,Everyone,Lifestyle,2-Aug-18,Varies with device,Varies with device
Relax Ocean ~ Nature Sounds,LIFESTYLE,4.5,9464,Varies with device,"500,000+",Free,0,Everyone,Lifestyle,18-Jul-17,Varies with device,Varies with device
Bed Time Fan - White Noise Sleep Sounds,LIFESTYLE,4.5,10097,7.5M,"500,000+",Free,0,Everyone,Lifestyle,26-Apr-18,1.2,4.0 and up
Nature Sounds,LIFESTYLE,4.8,28588,24M,"1,000,000+",Free,0,Everyone,Lifestyle,1-Mar-18,3.1.8,4.0.3 and up
SleepyTime: Bedtime Calculator,LIFESTYLE,4.4,19621,Varies with device,"500,000+",Free,0,Everyone,Lifestyle,27-Feb-16,Varies with device,Varies with device
White Noise Baby,LIFESTYLE,4.5,10544,44M,"1,000,000+",Free,0,Everyone,Lifestyle,18-Jun-18,5.3,4.1 and up
White Noise ~ Sleeping Sounds,LIFESTYLE,4.5,4427,Varies with device,"100,000+",Free,0,Everyone,Lifestyle,23-Jun-17,Varies with device,Varies with device
"Journey - Diary, Journal",LIFESTYLE,4.6,50338,Varies with device,"1,000,000+",Free,0,Everyone,Lifestyle,23-Jul-18,Varies with device,Varies with device
7 Day Food Journal Challenge,LIFESTYLE,4.5,3346,14M,"100,000+",Free,0,Teen,Lifestyle,8-Mar-17,3.6.3,4.0.3 and up
ROBLOX,GAME,4.5,4447388,67M,"100,000,000+",Free,0,Everyone 10+,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up
Subway Surfers,GAME,4.5,27722264,76M,"1,000,000,000+",Free,0,Everyone 10+,Arcade,12-Jul-18,1.90.0,4.1 and up
Candy Crush Saga,GAME,4.4,22426677,74M,"500,000,000+",Free,0,Everyone,Casual,5-Jul-18,1.129.0.2,4.1 and up
Solitaire,GAME,4.7,254258,23M,"10,000,000+",Free,0,Everyone,Card,1-Aug-18,2.137.0,4.1 and up
Bubble Shooter,GAME,4.5,148897,46M,"10,000,000+",Free,0,Everyone,Casual,17-Jul-18,1.20.1,4.0.3 and up
Hello Kitty Nail Salon,GAME,4.2,369203,24M,"50,000,000+",Free,0,Everyone,Casual;Pretend Play,17-Apr-18,1.5,4.1 and up
slither.io,GAME,4.4,5234162,Varies with device,"100,000,000+",Free,0,Everyone,Action,14-Nov-17,Varies with device,2.3 and up
Clash Royale,GAME,4.6,23133508,97M,"100,000,000+",Free,0,Everyone 10+,Strategy,27-Jun-18,2.3.2,4.1 and up
Temple Run 2,GAME,4.3,8118609,62M,"500,000,000+",Free,0,Everyone,Action,5-Jul-18,1.49.1,4.0 and up
Pou,GAME,4.3,10485308,24M,"500,000,000+",Free,0,Everyone,Casual,25-May-18,1.4.77,4.0 and up
Helix Jump,GAME,4.2,1497361,33M,"100,000,000+",Free,0,Everyone,Action,9-Apr-18,1.0.6,4.1 and up
Block Puzzle,GAME,4.6,59800,7.8M,"5,000,000+",Free,0,Everyone,Puzzle,6-Mar-18,2.9,2.3 and up
Angry Birds Rio,GAME,4.4,2610526,46M,"100,000,000+",Free,0,Everyone,Arcade,3-Jul-18,2.6.9,4.1 and up
Plants vs. Zombies FREE,GAME,4.4,4066989,69M,"100,000,000+",Free,0,Everyone 10+,Strategy,6-Jul-18,2.2.00,4.1 and up
Sonic Dash,GAME,4.5,3778921,75M,"100,000,000+",Free,0,Everyone,Arcade,26-Jul-18,3.8.5.Go,4.1 and up
Candy Crush Soda Saga,GAME,4.4,6198563,67M,"100,000,000+",Free,0,Everyone,Casual,10-Jul-18,1.118.4,4.1 and up
Zombie Hunter King,GAME,4.3,10306,50M,"1,000,000+",Free,0,Mature 17+,Action,1-Aug-18,1.0.8,2.3 and up
Clash of Clans,GAME,4.6,44891723,98M,"100,000,000+",Free,0,Everyone 10+,Strategy,15-Jul-18,10.322.16,4.1 and up
Kick the Buddy,GAME,4.3,1000417,Varies with device,"50,000,000+",Free,0,Teen,Action,5-Jul-18,Varies with device,4.4 and up
Block Puzzle Classic Legend !,GAME,4.2,17039,4.9M,"5,000,000+",Free,0,Everyone,Puzzle,13-Apr-18,2.9,2.3.3 and up
PAC-MAN,GAME,4.2,685981,37M,"100,000,000+",Free,0,Everyone,Arcade,15-May-18,6.6.3,4.1 and up
Super Jim Jump - pixel 3d,GAME,4.5,10393,18M,"1,000,000+",Free,0,Everyone,Arcade,11-Jul-18,2.2.3181,4.0 and up
8 Ball Pool,GAME,4.5,14198297,52M,"100,000,000+",Free,0,Everyone,Sports,31-Jul-18,4.0.0,4.0.3 and up
Magic Tiles 3,GAME,4.5,592068,Varies with device,"50,000,000+",Free,0,Everyone,Music,3-Aug-18,5.13.007,4.1 and up
Bubble Witch 3 Saga,GAME,4.7,1732263,78M,"50,000,000+",Free,0,Everyone,Puzzle,17-Jul-18,4.8.4,3.0 and up
Word Search,GAME,4.7,295241,3.9M,"10,000,000+",Free,0,Everyone,Word,6-Jun-18,1.1.3,3.0 and up
Granny,GAME,4.5,1135631,59M,"50,000,000+",Free,0,Teen,Arcade,29-May-18,1.4.0.1,4.0 and up
Angry Birds Classic,GAME,4.4,5566669,97M,"100,000,000+",Free,0,Everyone,Arcade,24-May-18,7.9.3,4.1 and up
Flow Free,GAME,4.3,1295557,11M,"100,000,000+",Free,0,Everyone,Puzzle,11-Apr-18,4,4.1 and up
Race the Traffic Moto,GAME,3.8,270687,38M,"10,000,000+",Free,0,Teen,Racing,20-Jul-18,1.0.16,4.0.3 and up
Fishdom,GAME,4.6,2157930,Varies with device,"10,000,000+",Free,0,Everyone,Puzzle,19-Jul-18,2.21.5,4.0.3 and up
Galaxy Attack: Alien Shooter,GAME,4.6,506275,Varies with device,"10,000,000+",Free,0,Everyone,Arcade,1-Aug-18,5.66,4.1 and up
Zombie Tsunami,GAME,4.4,4920817,Varies with device,"100,000,000+",Free,0,Everyone 10+,Arcade,15-Jun-18,Varies with device,Varies with device
Bubble Shooter 2,GAME,4.3,23005,Varies with device,"5,000,000+",Free,0,Everyone,Arcade,25-Jul-18,3.5,4.1 and up
Barbie™ Fashion Closet,GAME,4.1,68057,85M,"10,000,000+",Free,0,Everyone,Casual;Creativity,30-Jul-18,1.3.7,4.1 and up
Candy Crush Jelly Saga,GAME,4.3,1300490,78M,"50,000,000+",Free,0,Everyone,Puzzle,20-Jul-18,2.1.10,4.0 and up
Hill Climb Racing,GAME,4.4,8923587,63M,"100,000,000+",Free,0,Everyone,Racing,2-Jul-18,1.37.2,4.2 and up
Gardenscapes,GAME,4.6,4128732,Varies with device,"50,000,000+",Free,0,Everyone,Casual,13-Jul-18,2.6.2,4.0.3 and up
Marble - Temple Quest,GAME,4.3,42053,24M,"10,000,000+",Free,0,Everyone,Puzzle,21-Jun-18,4.9,4.0.3 and up
Shooting King,GAME,4.4,257724,69M,"10,000,000+",Free,0,Everyone 10+,Sports,25-May-18,1.4.2,4.0.3 and up
Zombie Catchers,GAME,4.7,990491,75M,"10,000,000+",Free,0,Everyone,Action,24-May-18,1.0.27,4.1 and up
Minion Rush: Despicable Me Official Game,GAME,4.5,10216538,Varies with device,"100,000,000+",Free,0,Everyone 10+,Casual;Action & Adventure,12-Jul-18,Varies with device,Varies with device
Farm Heroes Saga,GAME,4.4,7614130,70M,"100,000,000+",Free,0,Everyone,Casual,26-Jul-18,5.1.8,2.3 and up
Geometry Dash World,GAME,4.6,760628,63M,"10,000,000+",Free,0,Everyone,Arcade,22-Dec-17,1.03,4.0 and up
My Talking Angela,GAME,4.5,9881829,99M,"100,000,000+",Free,0,Everyone,Casual,3-Jul-18,3.7.2.51,4.1 and up
Cut the Rope FULL FREE,GAME,4.4,2123381,49M,"100,000,000+",Free,0,Everyone,Puzzle,5-Jul-18,3.7.2,4.1 and up
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7671249,Varies with device,"100,000,000+",Free,0,Mature 17+,Action,2-Aug-18,Varies with device,Varies with device
Subway Surfers,GAME,4.5,27723193,76M,"1,000,000,000+",Free,0,Everyone 10+,Arcade,12-Jul-18,1.90.0,4.1 and up
ROBLOX,GAME,4.5,4447346,67M,"100,000,000+",Free,0,Everyone 10+,Adventure;Action & Adventure,31-Jul-18,2.347.225742,4.1 and up
Pou,GAME,4.3,10485334,24M,"500,000,000+",Free,0,Everyone,Casual,25-May-18,1.4.77,4.0 and up
8 Ball Pool,GAME,4.5,14198602,52M,"100,000,000+",Free,0,Everyone,Sports,31-Jul-18,4.0.0,4.0.3 and up
Clash of Clans,GAME,4.6,44891723,98M,"100,000,000+",Free,0,Everyone 10+,Strategy,15-Jul-18,10.322.16,4.1 and up
Candy Crush Saga,GAME,4.4,22428456,74M,"500,000,000+",Free,0,Everyone,Casual,5-Jul-18,1.129.0.2,4.1 and up
Plants vs. Zombies FREE,GAME,4.4,4066980,69M,"100,000,000+",Free,0,Everyone 10+,Strategy,6-Jul-18,2.2.00,4.1 and up
Cooking Fever,GAME,4.5,3197865,82M,"100,000,000+",Free,0,Everyone,Arcade,12-Jul-18,2.8.0,4.0.3 and up
Toon Blast,GAME,4.7,1351068,Varies with device,"10,000,000+",Free,0,Everyone,Puzzle,30-Jul-18,3196,4.1 and up
Score! Hero,GAME,4.6,5418675,96M,"100,000,000+",Free,0,Everyone,Sports,13-Jun-18,1.751,4.4 and up
My Talking Angela,GAME,4.5,9881908,99M,"100,000,000+",Free,0,Everyone,Casual,3-Jul-18,3.7.2.51,4.1 and up
Bubble Shooter,GAME,4.5,148895,46M,"10,000,000+",Free,0,Everyone,Casual,17-Jul-18,1.20.1,4.0.3 and up
Toy Blast,GAME,4.7,1889250,Varies with device,"50,000,000+",Free,0,Everyone,Puzzle,23-Jul-18,5423,4.1 and up
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,183846,99M,"10,000,000+",Free,0,Everyone,Action,30-Jul-18,1.0.6,4.4 and up
Wordscapes,GAME,4.8,230710,87M,"10,000,000+",Free,0,Everyone,Word,2-Aug-18,1.0.47,4.1 and up
Word Search,GAME,4.7,295305,3.9M,"10,000,000+",Free,0,Everyone,Word,6-Jun-18,1.1.3,3.0 and up
Candy Crush Soda Saga,GAME,4.4,6198880,67M,"100,000,000+",Free,0,Everyone,Casual,10-Jul-18,1.118.4,4.1 and up
Fishdom,GAME,4.6,2157930,Varies with device,"10,000,000+",Free,0,Everyone,Puzzle,19-Jul-18,2.21.5,4.0.3 and up
Garena Free Fire,GAME,4.5,5465624,53M,"100,000,000+",Free,0,Teen,Action,3-Aug-18,1.21.0,4.0.3 and up
Block Puzzle,GAME,4.6,59854,7.8M,"5,000,000+",Free,0,Everyone,Puzzle,6-Mar-18,2.9,2.3 and up
Bowmasters,GAME,4.7,1534466,Varies with device,"50,000,000+",Free,0,Teen,Action,23-Jul-18,2.12.5,4.1 and up
Clash Royale,GAME,4.6,23134775,97M,"100,000,000+",Free,0,Everyone 10+,Strategy,27-Jun-18,2.3.2,4.1 and up
My Talking Tom,GAME,4.5,14891223,Varies with device,"500,000,000+",Free,0,Everyone,Casual,19-Jul-18,4.8.0.132,4.1 and up
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7672495,Varies with device,"100,000,000+",Free,0,Mature 17+,Action,2-Aug-18,Varies with device,Varies with device
Granny,GAME,4.5,1137271,59M,"50,000,000+",Free,0,Teen,Arcade,29-May-18,1.4.0.1,4.0 and up
Galaxy Attack: Alien Shooter,GAME,4.6,506275,Varies with device,"10,000,000+",Free,0,Everyone,Arcade,1-Aug-18,5.66,4.1 and up
Angry Birds Rio,GAME,4.4,2610622,46M,"100,000,000+",Free,0,Everyone,Arcade,3-Jul-18,2.6.9,4.1 and up
Zombie Catchers,GAME,4.7,990586,75M,"10,000,000+",Free,0,Everyone,Action,24-May-18,1.0.27,4.1 and up
Zombie Hunter King,GAME,4.3,10354,50M,"1,000,000+",Free,0,Mature 17+,Action,1-Aug-18,1.0.8,2.3 and up
Temple Run 2,GAME,4.3,8118937,62M,"500,000,000+",Free,0,Everyone,Action,5-Jul-18,1.49.1,4.0 and up
Zombie Tsunami,GAME,4.4,4921122,Varies with device,"100,000,000+",Free,0,Everyone 10+,Arcade,15-Jun-18,Varies with device,Varies with device
Jungle Marble Blast,GAME,4.3,18985,23M,"5,000,000+",Free,0,Everyone,Casual,23-Jul-18,1.5.4,4.0.3 and up
Rider,GAME,4.5,655067,72M,"10,000,000+",Free,0,Teen,Arcade,17-Jul-17,1.2.1,4.0.3 and up
Farm Heroes Saga,GAME,4.4,7614271,70M,"100,000,000+",Free,0,Everyone,Casual,26-Jul-18,5.1.8,2.3 and up
Super Jim Jump - pixel 3d,GAME,4.5,10434,18M,"1,000,000+",Free,0,Everyone,Arcade,11-Jul-18,2.2.3181,4.0 and up
slither.io,GAME,4.4,5234825,Varies with device,"100,000,000+",Free,0,Everyone,Action,14-Nov-17,Varies with device,2.3 and up
Roll the Ball® - slide puzzle,GAME,4.5,1385093,35M,"100,000,000+",Free,0,Everyone,Puzzle,2-Aug-18,1.7.40,4.1 and up
Talking Tom Gold Run,GAME,4.6,2698348,78M,"100,000,000+",Free,0,Everyone,Action,31-Jul-18,2.8.2.59,4.1 and up
Pixel Art: Color by Number Game,GAME,4.7,1125017,25M,"10,000,000+",Free,0,Everyone,Puzzle,17-Jul-18,3.9.2,4.3 and up
Dream League Soccer 2018,GAME,4.6,9882639,74M,"100,000,000+",Free,0,Everyone,Sports,16-Jul-18,5.064,4.4 and up
Angry Birds Classic,GAME,4.4,5566805,97M,"100,000,000+",Free,0,Everyone,Arcade,24-May-18,7.9.3,4.1 and up
Fruits Bomb,GAME,4.4,74673,17M,"10,000,000+",Free,0,Everyone,Casual,6-Jul-18,3.3.3179,4.0.3 and up
Traffic Racer,GAME,4.5,5387639,53M,"100,000,000+",Free,0,Everyone,Racing,27-Feb-18,2.5,4.1 and up
